aX,aY,aZ,gX,gY,gZ
2.408,0.412,1.079,-213.867,-172.058,20.081
2.637,0.152,1.245,-224.854,-176.331,-8.911
2.728,-0.182,1.410,-227.539,-159.668,-53.467
2.716,-0.595,1.498,-216.248,-122.559,-101.440
2.570,-0.997,1.457,-189.819,-70.679,-142.334
2.329,-1.271,1.254,-154.236,-13.000,-164.917
2.059,-1.525,0.995,-118.103,37.720,-166.809
1.838,-1.588,0.767,-91.919,71.045,-149.902
1.697,-1.537,0.525,-80.627,86.609,-107.788
1.662,-1.347,0.315,-96.741,87.891,-57.373
1.590,-1.058,0.261,-135.620,68.237,-8.423
1.560,-0.824,0.336,-173.706,31.982,31.433
1.511,-0.623,0.553,-190.491,1.038,46.509
1.426,-0.536,0.765,-175.476,-15.869,26.672
1.353,-0.598,0.999,-135.681,-19.958,-22.034
1.124,-0.897,1.160,-85.388,-10.620,-82.581
1.177,-1.098,1.216,-39.978,16.968,-130.493
0.944,-1.373,1.193,-5.981,52.368,-142.456
0.802,-1.494,0.992,3.479,85.022,-132.202
0.704,-1.515,0.796,8.545,106.018,-96.802
0.603,-1.393,0.636,6.958,107.300,-51.758
0.537,-1.208,0.533,-3.784,96.680,-11.108
0.519,-1.023,0.485,-17.883,79.346,17.151
0.522,-0.881,0.485,-28.564,56.824,29.541
0.501,-0.794,0.499,-27.405,37.048,26.245
0.468,-0.755,0.509,-11.841,23.926,12.268
0.438,-0.745,0.559,9.644,12.512,-2.686
0.435,-0.723,0.656,28.625,4.578,-10.925
0.469,-0.704,0.751,34.973,6.348,-10.864
0.489,-0.677,0.727,24.475,16.724,-2.991
0.493,-0.662,0.617,10.437,26.855,9.033
0.513,-0.625,0.504,6.226,31.433,19.775
0.561,-0.557,0.431,10.986,29.602,26.428
0.603,-0.484,0.388,17.151,24.231,28.992
0.635,-0.431,0.370,20.569,18.005,28.564
0.658,-0.417,0.363,22.339,11.536,26.062
0.665,-0.410,0.353,23.926,6.104,23.132
0.672,-0.395,0.327,25.696,2.502,21.301
0.679,-0.374,0.291,26.489,0.183,20.325
0.684,-0.343,0.265,25.085,-1.343,20.569
0.694,-0.319,0.244,21.545,-1.892,21.484
0.721,-0.295,0.232,16.602,-1.831,22.339
0.738,-0.295,0.216,12.146,-0.793,23.193
0.749,-0.299,0.188,9.705,0.793,24.048
0.778,-0.281,0.160,9.827,0.366,24.536
0.813,-0.268,0.143,10.254,-1.709,24.048
0.855,-0.257,0.136,8.667,-4.639,22.583
0.881,-0.257,0.137,5.676,-7.812,19.287
0.901,-0.266,0.139,3.235,-10.193,15.015
0.917,-0.280,0.145,0.671,-12.695,10.681
0.923,-0.300,0.163,-1.709,-14.893,6.897
0.927,-0.323,0.190,-3.845,-16.357,4.517
1.830,1.261,0.611,-40.894,-96.130,39.490
2.188,1.600,0.691,-68.115,-96.619,42.847
2.566,1.860,0.795,-93.079,-89.355,28.442
2.897,1.926,1.040,-113.220,-78.064,-7.568
3.089,1.680,1.423,-129.883,-62.805,-62.073
3.131,1.186,1.839,-141.296,-36.499,-124.756
3.082,0.557,2.175,-143.738,3.479,-180.237
2.937,-0.087,2.363,-135.620,60.425,-217.224
2.748,-0.732,2.367,-120.972,127.869,-231.140
2.519,-1.258,2.218,-104.187,192.505,-228.149
2.281,-1.753,1.945,-81.482,249.573,-218.445
2.029,-2.126,1.607,-47.668,297.852,-210.144
1.751,-2.383,1.383,-9.094,329.407,-194.885
1.466,-2.564,1.129,26.733,342.041,-175.171
1.228,-2.702,0.883,47.607,343.262,-152.710
0.962,-2.655,0.706,60.608,333.008,-128.906
0.821,-2.599,0.563,78.918,311.523,-103.333
0.696,-2.503,0.483,96.252,282.288,-84.717
0.576,-2.396,0.525,111.633,250.244,-73.181
0.474,-2.268,0.786,127.136,215.698,-65.186
0.381,-2.242,1.115,135.132,187.195,-57.739
0.216,-2.236,1.413,135.803,167.969,-44.250
0.011,-2.108,1.629,144.348,160.034,-26.123
-0.188,-1.875,1.806,162.964,157.654,-9.827
-0.358,-1.604,1.856,182.800,156.677,4.700
-0.541,-1.304,1.745,200.867,156.006,17.090
-0.749,-1.022,1.585,217.957,152.405,24.475
-0.909,-0.794,1.352,226.135,141.968,27.527
-1.017,-0.667,1.094,225.159,123.718,25.635
-1.108,-0.625,0.873,220.703,97.839,21.118
-1.224,-0.616,0.731,215.637,65.308,16.663
-1.337,-0.554,0.634,214.050,32.104,15.686
-1.420,-0.479,0.555,223.816,0.977,15.686
-1.469,-0.351,0.508,240.295,-26.550,15.442
-1.488,-0.186,0.487,254.211,-49.011,17.212
-1.462,-0.029,0.439,258.057,-64.148,22.949
-1.396,0.134,0.412,250.000,-72.388,33.569
-1.308,0.275,0.344,234.070,-72.693,45.288
-1.240,0.399,0.215,213.562,-71.106,55.298
-1.159,0.488,0.051,195.251,-71.777,61.829
-1.101,0.551,-0.118,183.777,-79.163,62.195
-1.009,0.610,-0.224,178.345,-94.727,56.091
-0.903,0.683,-0.253,176.025,-112.122,47.913
-0.851,0.728,-0.272,172.607,-129.333,40.466
-0.757,0.851,-0.214,168.213,-139.404,31.494
-0.629,1.028,-0.192,163.940,-143.799,30.640
-0.529,1.238,-0.216,155.273,-144.958,40.955
-0.502,1.494,-0.201,141.235,-145.569,53.162
-0.405,1.810,-0.112,120.178,-151.978,62.012
-0.267,2.074,0.068,88.867,-166.443,64.087
-0.119,2.201,0.295,49.561,-179.993,53.223
0.099,2.224,0.471,13.550,-184.937,30.273
0.394,2.183,0.575,-5.920,-181.152,5.676
0.674,2.106,0.601,-9.949,-169.312,-16.235
0.907,1.950,0.597,-9.277,-149.658,-37.048
1.046,1.801,0.553,-16.602,-133.240,-50.720
1.164,1.689,0.390,-37.354,-131.226,-51.880
1.275,1.578,0.356,-66.650,-148.499,-49.133
1.372,1.302,0.473,-96.069,-180.054,-56.519
1.460,0.927,0.694,-123.047,-206.543,-62.500
1.714,0.738,1.130,-150.513,-223.267,-53.284
2.085,0.569,1.471,-171.509,-212.830,-45.410
2.307,0.410,1.541,-182.556,-177.979,-47.424
2.378,0.367,1.419,-180.420,-133.118,-56.458
2.332,0.390,1.225,-166.626,-91.614,-70.068
2.206,0.441,0.992,-157.837,-57.556,-83.252
2.027,0.431,0.776,-170.044,-35.767,-92.163
1.666,0.351,1.610,-201.172,-29.724,-98.022
2.090,-0.228,0.432,-218.506,-29.419,-113.525
1.804,-0.412,0.553,-246.704,-37.598,-137.817
1.750,-0.742,0.587,-251.404,-54.993,-144.409
1.820,-1.094,0.658,-240.601,-74.280,-144.165
1.811,-1.311,0.880,-230.225,-74.646,-139.832
1.833,-1.451,1.101,-217.529,-55.237,-127.808
1.854,-1.501,1.211,-211.670,-25.330,-113.220
1.816,-1.477,1.200,-204.041,6.165,-99.976
1.735,-1.418,1.166,-186.340,29.663,-89.233
1.564,-1.425,1.122,-158.569,37.231,-91.370
1.444,-1.521,1.138,-129.883,52.002,-99.854
1.338,-1.672,1.035,-108.521,66.406,-112.671
1.142,-1.853,0.969,-94.971,65.063,-116.211
1.067,-1.997,0.788,-85.876,54.138,-109.192
0.844,-1.972,0.790,-76.111,40.894,-92.407
0.758,-1.941,0.907,-63.721,28.503,-73.120
0.693,-1.901,1.069,-53.162,30.029,-47.363
0.589,-1.689,1.131,-53.162,41.504,-15.625
0.452,-1.411,1.071,-56.396,52.490,10.437
0.656,-1.137,0.995,-53.284,61.768,28.870
0.391,-0.771,0.814,-40.894,64.026,38.940
0.422,-0.559,0.773,-25.635,66.406,31.921
0.434,-0.465,0.706,-4.150,60.242,15.259
0.391,-0.431,0.631,11.719,57.251,0.427
0.377,-0.419,0.533,19.043,54.688,-8.118
0.382,-0.425,0.450,20.508,46.936,-9.949
0.403,-0.433,0.409,18.372,37.720,-6.531
0.436,-0.428,0.386,14.099,30.640,-0.427
0.481,-0.402,0.373,10.193,24.597,6.409
0.531,-0.379,0.364,7.019,20.203,11.292
0.580,-0.363,0.355,5.493,18.799,13.733
0.590,-0.364,0.348,6.409,18.066,13.428
0.620,-0.374,0.337,8.362,18.127,11.597
0.634,-0.371,0.322,9.827,19.165,10.193
0.652,-0.359,0.290,9.644,20.630,10.254
0.667,-0.342,0.249,7.446,21.790,10.681
0.677,-0.329,0.208,4.456,21.973,11.108
0.693,-0.315,0.173,2.502,20.691,10.437
0.721,-0.320,0.143,2.197,17.578,8.484
0.755,-0.326,0.129,1.892,12.878,5.371
0.781,-0.339,0.137,1.465,7.629,2.197
0.814,-0.366,0.161,0.366,1.953,-0.977
0.840,-0.394,0.194,-1.404,-2.197,-2.869
0.858,-0.419,0.231,-3.235,-5.737,-3.479
0.873,-0.446,0.280,-5.432,-7.751,-3.418
0.887,-0.469,0.313,-6.775,-6.592,-2.563
0.896,-0.475,0.334,-6.348,-3.662,-0.916
0.908,-0.461,0.349,-4.944,-1.221,1.831
0.914,-0.436,0.348,-4.333,0.977,4.272
0.922,-0.410,0.343,-4.028,2.258,5.859
0.922,-0.389,0.335,-4.028,2.136,6.592
1.921,1.286,-0.633,64.758,-110.291,139.648
2.311,2.025,-0.514,42.114,-142.517,181.213
2.704,2.831,-0.244,11.841,-171.082,195.435
3.105,3.503,0.276,-24.170,-183.411,170.471
3.227,3.832,0.917,-77.271,-164.612,109.192
3.289,3.752,1.452,-135.681,-112.183,23.376
3.307,3.334,1.827,-170.654,-41.443,-72.266
3.099,2.690,2.166,-175.964,28.503,-167.358
2.735,1.905,2.302,-172.791,96.497,-252.625
2.427,1.099,2.272,-178.833,160.217,-314.880
2.030,0.201,2.128,-199.280,206.848,-354.309
1.588,-0.768,1.973,-219.055,228.149,-382.080
1.203,-1.802,1.875,-211.060,229.187,-405.945
0.858,-2.813,1.766,-170.776,218.079,-426.453
0.691,-3.716,1.678,-100.891,200.989,-420.288
0.340,-4.000,1.458,-5.005,175.415,-377.258
0.359,-4.000,1.728,67.383,154.419,-303.162
0.321,-4.000,1.900,76.843,154.785,-211.121
0.083,-4.000,1.810,36.377,176.514,-109.985
-0.221,-3.994,1.520,18.066,194.946,-26.611
-0.400,-3.605,1.328,42.114,194.336,17.151
-0.559,-3.236,1.198,89.844,179.565,25.452
-0.722,-2.958,1.094,142.578,159.607,15.747
-0.897,-2.776,0.995,186.707,140.808,4.761
-1.030,-2.596,0.889,221.802,119.263,2.930
-1.100,-2.319,0.814,249.084,93.445,14.404
-1.144,-1.998,0.737,265.076,62.622,34.790
-1.166,-1.648,0.660,268.005,29.602,58.167
-1.235,-1.314,0.593,259.705,-4.150,79.895
-1.292,-1.008,0.578,245.667,-37.109,98.938
-1.332,-0.734,0.570,231.140,-68.848,114.746
-1.379,-0.500,0.682,220.398,-95.276,125.061
-1.411,-0.264,0.774,217.712,-108.521,131.714
-1.406,-0.007,0.857,221.619,-113.892,136.902
-1.378,0.241,0.983,226.929,-116.394,141.907
-1.349,0.440,1.069,229.248,-116.516,147.034
-1.326,0.631,1.118,229.248,-117.920,149.109
-1.305,0.791,1.133,229.431,-123.291,146.240
-1.260,0.911,1.120,228.088,-131.531,139.404
-1.162,0.967,1.039,223.328,-138.733,129.272
-1.098,0.946,0.944,213.562,-140.869,118.347
-1.018,0.949,0.930,200.073,-137.634,110.474
-0.876,0.995,0.869,186.951,-130.676,108.765
-0.728,1.070,0.774,174.988,-120.422,113.403
-0.619,1.153,0.637,158.691,-106.628,120.361
-0.563,1.216,0.434,138.916,-93.811,123.474
-0.516,1.325,0.296,120.422,-87.952,122.070
-0.360,1.418,0.227,109.436,-93.811,114.868
-0.136,1.472,0.130,105.652,-105.347,101.379
0.058,1.508,0.085,105.164,-116.943,81.726
0.202,1.489,0.147,104.309,-127.625,56.763
0.394,1.479,0.318,97.351,-134.277,35.156
0.625,1.424,0.496,84.290,-128.418,24.170
0.774,1.319,0.491,65.796,-109.253,18.372
0.940,1.279,0.460,53.589,-88.196,13.123
1.155,1.235,0.370,53.467,-78.430,6.287
1.308,1.170,0.246,54.016,-76.782,-3.540
1.420,1.118,0.221,49.683,-80.566,-17.395
1.497,1.022,0.306,41.016,-88.623,-30.823
1.566,0.947,0.424,21.729,-90.759,-34.485
1.663,1.011,0.514,-2.502,-84.473,-27.222
1.824,1.208,0.575,-20.996,-73.975,-16.296
1.946,1.436,0.564,-41.931,-55.664,-7.874
2.010,1.698,0.499,-74.951,-30.212,-6.165
2.076,1.920,0.365,-110.779,-11.292,-20.020
2.039,1.356,0.667,-137.024,-11.108,-54.443
2.492,1.831,0.281,-183.960,-17.029,-96.802
2.586,1.151,0.357,-188.049,-26.917,-165.161
2.539,0.315,0.568,-166.687,-54.932,-236.938
2.374,-0.610,0.934,-161.926,-50.659,-283.691
2.191,-1.518,1.114,-163.696,-11.841,-292.480
2.135,-2.104,0.999,-161.377,33.569,-247.620
2.017,-2.127,0.696,-170.227,68.115,-164.429
1.778,-1.807,0.427,-187.073,88.928,-69.092
1.553,-1.334,0.265,-206.177,87.280,11.292
1.457,-0.838,0.169,-221.802,72.754,58.899
1.375,-0.518,0.145,-229.614,55.542,67.749
1.293,-0.398,0.078,-224.060,38.269,39.917
1.187,-0.526,0.049,-196.960,21.790,-10.071
1.104,-0.743,0.137,-156.860,10.071,-67.261
1.037,-1.045,0.234,-123.352,4.822,-104.675
1.021,-1.336,0.358,-105.957,7.446,-117.432
1.005,-1.543,0.492,-104.004,20.813,-105.225
0.958,-1.659,0.487,-105.530,35.034,-74.829
0.976,-1.615,0.432,-101.440,45.532,-36.255
0.948,-1.445,0.398,-90.820,49.194,-1.343
0.908,-1.274,0.390,-80.933,46.021,21.240
0.815,-1.130,0.401,-73.975,39.551,31.372
0.825,-0.978,0.377,-65.002,32.043,33.264
0.758,-0.879,0.412,-53.162,26.245,30.945
0.713,-0.769,0.474,-41.809,22.400,23.987
0.691,-0.713,0.564,-32.227,21.301,18.616
0.676,-0.691,0.600,-27.283,26.733,16.602
0.670,-0.660,0.578,-20.935,36.072,16.602
0.674,-0.603,0.534,-7.935,42.542,16.296
0.680,-0.541,0.506,3.174,43.274,15.198
0.683,-0.493,0.489,6.104,39.856,14.404
0.705,-0.469,0.481,2.991,33.813,13.855
0.704,-0.458,0.471,-1.770,28.259,14.282
0.702,-0.430,0.437,-4.639,25.208,15.808
0.705,-0.372,0.394,-4.028,23.865,17.456
0.698,-0.311,0.343,-3.052,23.926,18.250
0.694,-0.257,0.287,-3.540,24.414,17.151
0.697,-0.229,0.222,-4.944,24.353,13.855
0.697,-0.219,0.155,-5.554,23.071,8.240
0.699,-0.224,0.108,-5.371,20.325,1.221
0.706,-0.249,0.085,-4.333,16.235,-5.127
0.719,-0.288,0.074,-4.211,11.597,-10.742
0.733,-0.330,0.069,-5.005,7.629,-14.648
0.747,-0.377,0.071,-6.226,4.333,-16.235
0.766,-0.407,0.085,-6.470,0.793,-14.587
0.797,-0.412,0.101,-6.470,-2.075,-10.132
0.835,-0.394,0.113,-7.690,-5.493,-4.456
0.867,-0.370,0.125,-10.376,-8.423,0.244
0.896,-0.355,0.147,-12.512,-10.071,3.601
0.928,-0.348,0.160,-12.756,-11.292,4.333
0.951,-0.345,0.184,-10.132,-11.902,2.869
0.966,-0.348,0.208,-6.409,-11.902,-0.122
0.977,-0.357,0.225,-3.479,-11.169,-2.502
0.908,2.508,-0.280,6.592,-167.908,159.973
1.307,3.496,0.013,-45.715,-193.665,177.856
1.725,4.000,0.412,-102.478,-205.017,144.470
2.032,4.000,0.967,-142.578,-200.012,58.167
2.352,3.997,1.551,-158.325,-173.706,-62.134
2.639,3.360,1.976,-155.396,-122.681,-184.509
2.921,2.483,2.281,-153.809,-55.359,-277.161
3.052,1.381,2.434,-181.824,16.052,-337.646
3.034,0.055,2.408,-226.807,83.984,-374.573
2.758,-1.260,2.419,-247.437,136.902,-398.193
2.565,-2.614,2.346,-223.694,175.842,-420.349
2.270,-3.475,2.393,-158.752,203.613,-413.757
1.894,-3.934,2.068,-89.722,230.652,-378.052
1.469,-3.862,1.617,-51.270,260.681,-319.763
1.099,-3.742,1.177,-27.405,267.639,-253.540
0.844,-3.546,0.801,-6.836,249.756,-208.984
0.597,-3.316,0.773,20.142,217.163,-189.819
0.482,-3.346,0.850,58.289,184.937,-185.120
0.352,-3.403,0.857,90.088,159.912,-180.359
0.234,-3.353,1.140,125.183,137.695,-163.757
0.213,-3.307,1.389,149.048,121.826,-138.306
0.097,-3.059,1.501,146.240,114.563,-94.299
-0.078,-2.679,1.524,139.526,109.619,-37.903
-0.268,-2.216,1.510,141.113,101.257,10.620
-0.478,-1.781,1.476,142.395,86.914,47.791
-0.647,-1.327,1.470,142.395,68.115,78.003
-0.831,-0.967,1.357,140.808,43.579,98.511
-1.005,-0.699,1.239,138.367,15.625,110.657
-1.172,-0.457,1.136,133.362,-19.836,121.033
-1.313,-0.290,1.072,130.493,-55.664,126.892
-1.513,-0.225,1.086,131.287,-85.022,123.840
-1.594,-0.084,1.097,152.893,-98.633,116.333
-1.661,0.108,1.213,208.252,-91.736,105.591
-1.617,0.217,1.299,274.048,-63.416,90.881
-1.609,0.301,1.181,315.186,-24.902,84.229
-1.635,0.457,0.937,325.928,7.019,96.191
-1.648,0.628,0.658,317.261,24.963,118.958
-1.579,0.788,0.341,291.931,27.466,139.282
-1.458,0.864,0.042,253.967,18.005,153.137
-1.295,0.888,-0.222,216.614,1.282,157.532
-1.155,0.870,-0.395,193.542,-21.973,147.217
-1.043,0.803,-0.472,187.683,-51.758,127.380
-0.981,0.743,-0.490,193.176,-78.796,106.567
-0.926,0.730,-0.422,204.956,-101.807,92.957
-0.804,0.750,-0.357,215.149,-117.859,85.571
-0.598,0.812,-0.354,214.355,-125.854,83.618
-0.407,0.949,-0.268,198.303,-133.423,89.355
-0.284,1.081,-0.161,169.556,-139.038,101.196
-0.170,1.242,-0.056,134.033,-140.015,114.807
-0.006,1.448,0.024,101.379,-138.184,129.150
0.096,1.568,0.078,77.515,-132.996,137.695
0.131,1.666,0.197,67.566,-126.343,133.972
0.212,1.739,0.359,74.158,-118.591,118.835
0.326,1.758,0.480,88.867,-105.591,93.506
0.462,1.771,0.552,98.999,-88.440,62.622
0.617,1.750,0.551,97.961,-69.580,34.668
0.791,1.745,0.564,85.510,-53.345,12.512
1.012,1.772,0.557,63.538,-45.166,-2.747
1.244,1.778,0.539,34.668,-40.894,-10.925
1.389,1.755,0.451,3.723,-36.438,-20.203
1.496,1.737,0.400,-22.156,-36.133,-32.959
1.487,1.716,0.351,-41.077,-41.870,-45.288
1.478,1.716,0.311,-58.533,-52.368,-54.138
1.725,1.716,0.299,-81.421,-70.557,-64.331
2.031,1.518,0.323,-109.924,-89.966,-95.276
2.201,1.136,0.388,-135.742,-102.234,-147.888
2.243,0.592,0.514,-154.907,-102.356,-199.829
2.230,-0.010,0.611,-164.185,-86.731,-238.220
2.318,-0.478,0.693,-176.453,-55.237,-251.831
2.048,-0.826,0.418,-190.247,-15.564,-230.896
2.018,-1.010,0.165,-166.443,-7.385,-204.163
1.927,-0.972,0.108,-186.340,-16.296,-158.752
1.826,-0.880,0.180,-240.845,-32.166,-110.596
1.800,-0.887,0.212,-294.617,-59.143,-75.928
1.742,-0.896,0.322,-322.693,-87.463,-70.496
1.617,-1.080,0.550,-318.054,-111.267,-85.693
1.544,-1.332,0.892,-289.429,-121.887,-108.215
1.486,-1.601,1.110,-238.953,-110.779,-130.493
1.413,-1.810,1.292,-179.626,-77.026,-139.160
1.295,-1.912,1.265,-124.573,-29.053,-131.409
1.223,-1.833,1.078,-87.341,23.315,-105.774
1.163,-1.638,0.853,-70.007,58.594,-70.068
1.077,-1.450,0.657,-74.585,69.458,-33.752
1.014,-1.276,0.508,-89.294,68.176,-5.920
0.953,-1.135,0.450,-96.497,57.373,7.935
0.901,-1.021,0.458,-90.027,40.649,10.010
0.858,-0.938,0.491,-76.294,25.208,4.456
0.785,-0.894,0.585,-62.317,13.794,-5.310
0.720,-0.908,0.686,-50.110,8.728,-16.235
0.705,-0.943,0.751,-38.147,10.437,-23.315
0.693,-0.956,0.787,-24.719,17.639,-24.780
0.667,-0.931,0.786,-11.719,26.550,-19.897
0.640,-0.860,0.752,-4.333,33.630,-9.521
0.616,-0.759,0.690,-4.089,37.170,2.258
0.605,-0.656,0.621,-7.812,36.926,13.611
0.588,-0.562,0.562,-13.245,33.386,21.484
0.580,-0.489,0.517,-17.090,28.015,24.109
0.561,-0.438,0.490,-17.639,21.973,21.790
0.570,-0.401,0.469,-14.893,16.235,16.174
0.561,-0.400,0.457,-11.292,12.329,9.399
0.544,-0.403,0.462,-7.812,10.742,1.587
0.558,-0.443,0.443,-2.686,11.169,-5.066
0.573,-0.467,0.398,2.197,13.000,-8.972
0.583,-0.476,0.357,5.859,15.015,-8.850
0.595,-0.468,0.310,6.409,15.259,-5.615
0.613,-0.457,0.260,3.540,13.550,-1.160
0.638,-0.438,0.223,-0.183,10.132,3.784
0.672,-0.411,0.192,-2.869,5.310,7.935
0.706,-0.392,0.178,-4.578,0.061,10.071
0.743,-0.388,0.182,-5.859,-4.944,9.705
0.775,-0.397,0.203,-5.859,-10.010,6.897
0.796,-0.420,0.230,-4.211,-13.306,3.357
0.824,-0.451,0.274,-1.404,-15.625,0.610
0.864,-0.484,0.331,2.319,-16.052,-0.732
0.886,-0.503,0.368,5.615,-13.794,0.610
0.903,-0.501,0.371,5.554,-10.132,4.822
0.917,-0.481,0.370,3.113,-6.775,10.864
0.933,-0.454,0.373,-0.183,-5.066,16.968
0.947,-0.420,0.372,-2.258,-4.395,21.362
1.174,2.503,-0.036,-57.068,-126.953,153.748
1.255,3.148,0.144,-84.656,-135.071,127.441
1.448,3.639,0.469,-103.271,-136.780,69.641
1.689,3.820,0.888,-121.094,-131.348,-12.024
1.848,3.669,1.294,-141.724,-110.962,-100.647
1.995,3.210,1.594,-166.138,-75.806,-189.270
2.041,2.425,1.832,-192.078,-35.645,-275.818
1.914,1.309,2.053,-209.473,8.789,-359.741
1.719,-0.001,2.266,-209.412,57.617,-437.683
1.508,-1.488,2.373,-185.791,103.577,-503.906
1.307,-3.057,2.236,-131.042,149.353,-549.744
1.033,-4.000,2.035,-46.570,198.425,-547.119
0.936,-4.000,1.803,44.800,237.305,-479.736
0.854,-4.000,1.521,86.365,266.113,-370.117
0.702,-4.000,1.077,61.707,288.391,-251.587
0.538,-4.000,0.613,23.743,290.955,-163.696
0.484,-3.867,0.352,23.132,269.226,-112.793
0.444,-3.487,0.369,64.575,228.394,-87.280
0.411,-3.200,0.528,114.502,186.096,-78.308
0.286,-3.007,0.713,147.888,151.245,-72.205
0.127,-2.834,0.844,171.082,121.338,-58.655
-0.039,-2.623,0.938,191.589,91.492,-37.231
-0.210,-2.360,1.022,207.825,57.983,-12.573
-0.396,-2.066,1.263,220.215,26.062,8.606
-0.491,-1.828,1.552,225.830,6.592,27.710
-0.547,-1.558,1.686,211.975,2.136,51.147
-0.615,-1.279,1.655,179.321,3.052,84.351
-0.673,-1.002,1.589,140.198,5.432,122.375
-0.753,-0.786,1.468,105.591,5.554,151.245
-0.796,-0.609,1.375,79.590,5.493,168.823
-0.799,-0.483,1.281,71.472,6.165,174.500
-0.858,-0.376,1.205,88.196,8.240,165.955
-0.921,-0.249,1.134,129.517,12.939,150.269
-0.985,-0.105,1.026,186.401,21.484,131.592
-1.005,-0.009,0.932,238.281,26.611,111.328
-1.023,0.062,0.851,271.667,28.625,96.436
-1.066,0.147,0.760,288.940,27.649,92.590
-1.094,0.233,0.698,291.260,23.682,96.985
-1.093,0.320,0.641,279.907,19.104,106.445
-1.104,0.398,0.553,256.592,16.602,119.934
-1.135,0.474,0.442,225.525,16.174,134.521
-1.169,0.610,0.303,194.397,13.794,146.301
-1.202,0.743,0.161,168.396,7.996,152.893
-1.265,0.839,0.060,145.508,-0.427,153.564
-1.268,1.027,0.012,136.658,-7.019,148.193
-1.268,1.285,-0.010,147.278,-15.625,136.658
-1.253,1.524,-0.058,164.795,-24.658,117.126
-1.211,1.712,-0.099,174.561,-34.302,94.299
-1.156,1.813,-0.138,173.157,-45.105,72.083
-1.140,1.840,-0.209,159.363,-57.678,51.270
-1.075,1.906,-0.172,137.695,-74.097,38.391
-0.959,2.008,-0.120,118.469,-91.736,38.147
-0.804,2.153,-0.058,102.173,-103.210,45.044
-0.628,2.401,0.129,89.600,-108.826,49.072
-0.348,2.622,0.168,77.271,-111.694,45.654
-0.064,2.760,0.125,59.387,-114.990,32.593
0.148,2.749,0.140,34.302,-129.944,16.296
0.469,2.574,0.166,-1.465,-152.100,0.427
0.952,2.349,0.206,-35.278,-183.838,-19.226
1.460,2.116,0.393,-45.105,-226.868,-45.898
1.993,1.850,0.807,-37.354,-265.259,-77.637
2.554,1.430,1.278,-31.860,-272.827,-115.967
3.052,0.894,1.448,-35.400,-240.173,-158.997
3.435,0.492,1.187,-44.739,-180.542,-184.204
3.602,0.359,0.715,-68.176,-119.385,-174.622
3.636,0.418,0.234,-117.859,-74.097,-128.357
3.516,0.526,-0.119,-200.134,-58.411,-63.721
3.346,0.524,-0.321,-299.988,-62.927,-18.433
3.108,0.311,-0.414,-376.221,-69.763,-34.180
2.668,-0.171,-0.298,-391.357,-82.703,-113.892
2.131,-0.949,-0.112,-360.657,-104.126,-218.079
1.592,-1.819,0.111,-299.011,-119.995,-317.688
1.200,-2.620,0.308,-209.229,-125.793,-382.019
1.048,-3.197,0.697,-121.399,-120.972,-381.042
0.996,-3.461,0.807,-83.923,-100.403,-302.795
1.187,-3.149,0.995,-127.686,-39.246,-170.166
1.237,-2.569,0.789,-212.708,17.639,-18.738
1.286,-2.093,0.655,-270.081,44.739,104.370
1.299,-1.484,0.501,-282.837,37.903,162.170
1.295,-0.944,0.625,-239.624,29.907,150.330
1.238,-0.626,0.753,-146.912,15.320,94.482
1.108,-0.559,0.800,-53.345,3.784,12.756
0.875,-0.703,0.745,10.498,-0.244,-69.275
0.637,-0.892,0.713,41.992,-6.470,-123.718
0.503,-1.025,0.861,45.776,-16.968,-142.761
0.474,-1.213,1.061,29.541,-18.555,-132.935
0.474,-1.329,1.221,4.517,-6.714,-98.267
0.487,-1.270,1.302,-16.113,8.850,-45.776
0.418,-1.119,1.287,-29.968,22.339,8.972
0.444,-0.930,1.171,-41.138,35.034,52.795
0.435,-0.735,1.060,-49.438,40.710,81.848
0.422,-0.581,0.927,-49.988,45.166,90.515
0.453,-0.437,0.767,-38.086,48.889,84.473
0.496,-0.333,0.605,-15.869,46.326,69.153
0.531,-0.272,0.466,6.287,40.710,49.377
0.537,-0.242,0.375,21.851,32.104,31.006
0.546,-0.249,0.356,28.870,20.508,16.846
0.577,-0.310,0.366,28.748,9.216,7.507
0.595,-0.350,0.390,23.437,4.517,0.977
0.615,-0.395,0.405,18.555,5.554,1.404
0.634,-0.419,0.402,12.878,9.583,7.629
0.664,-0.440,0.355,6.165,18.982,14.221
0.685,-0.445,0.306,2.136,28.992,18.005
0.696,-0.418,0.241,3.906,30.273,20.325
0.729,-0.371,0.182,10.437,24.536,22.644
0.770,-0.328,0.151,15.991,17.517,23.987
0.804,-0.299,0.126,16.052,11.414,22.339
0.827,-0.299,0.107,12.024,8.118,17.700
0.826,-0.321,0.089,6.226,6.226,10.437
0.815,-0.368,0.093,1.160,3.174,1.709
0.808,-0.422,0.129,-1.831,-0.305,-4.517
0.806,-0.469,0.170,-2.625,-1.587,-7.751
0.811,-0.506,0.190,-2.747,-1.343,-7.324
0.816,-0.534,0.186,-1.770,0.549,-2.930
0.831,-0.518,0.177,0.366,1.953,4.517
0.851,-0.466,0.166,2.197,1.160,13.367
0.864,-0.413,0.167,0.854,-1.343,19.836
0.885,-0.381,0.181,-1.465,-6.165,21.606
0.896,-0.360,0.207,-2.502,-12.390,19.836
0.982,2.499,-1.326,62.988,-166.870,180.908
