aX,aY,aZ,gX,gY,gZ
1.881,-1.682,1.905,-203.003,107.361,-448.303
1.813,-3.216,1.888,-154.663,131.348,-479.126
1.849,-4.000,1.880,-89.478,154.907,-457.520
1.843,-4.000,1.637,-51.147,175.537,-382.019
1.703,-4.000,1.477,-47.974,185.425,-290.588
1.570,-4.000,1.514,-44.617,190.918,-211.975
1.499,-4.000,1.569,-27.466,196.289,-152.222
1.384,-4.000,1.518,4.150,204.285,-102.234
1.204,-4.000,1.439,44.067,214.905,-61.523
0.986,-3.966,1.411,84.229,217.590,-30.945
0.731,-3.610,1.427,117.249,212.036,-3.662
0.499,-3.203,1.481,140.137,205.872,23.132
0.251,-2.733,1.547,154.480,196.960,47.363
-0.006,-2.320,1.578,159.180,178.284,68.359
-0.230,-2.007,1.585,157.104,152.466,86.792
-0.422,-1.726,1.581,156.738,127.136,99.304
-0.673,-1.553,1.523,156.128,106.079,107.605
-1.006,-1.477,1.486,151.489,88.562,117.737
-1.295,-1.353,1.454,153.076,70.068,130.615
-1.630,-1.139,1.329,176.025,59.448,142.761
-1.997,-0.951,1.140,207.703,58.655,148.010
-2.305,-0.751,0.981,230.103,54.688,152.344
-2.520,-0.504,0.898,246.521,37.659,165.649
-2.612,-0.255,0.811,262.085,12.634,182.251
-2.674,-0.067,0.707,270.813,-10.620,189.209
-2.706,0.107,0.658,269.165,-30.579,189.026
-2.633,0.277,0.613,260.986,-43.884,190.552
-2.507,0.454,0.598,248.718,-49.683,193.848
-2.346,0.592,0.573,234.131,-45.166,195.251
-2.192,0.726,0.454,220.276,-33.875,197.449
-2.103,0.967,0.306,215.637,-22.644,203.247
-2.053,1.287,0.216,222.290,-15.137,210.022
-1.981,1.613,0.094,228.882,-9.399,209.778
-1.881,1.934,-0.036,224.670,-4.883,199.646
-1.758,2.209,-0.147,210.693,-13.428,180.359
-1.665,2.543,-0.209,186.707,-47.485,151.855
-1.394,2.723,-0.212,162.170,-89.294,109.131
-0.986,2.938,-0.001,135.803,-131.409,65.247
-0.563,3.072,0.232,105.164,-167.786,37.781
-0.198,3.258,0.511,73.242,-187.378,26.917
0.249,3.534,0.820,49.744,-195.251,23.499
0.693,3.590,1.057,25.024,-195.068,12.878
1.029,3.371,1.179,-12.085,-190.002,-9.216
1.396,2.921,1.180,-45.898,-189.392,-41.565
1.815,2.303,1.084,-58.777,-193.481,-82.336
2.109,1.659,1.027,-55.603,-190.552,-122.803
2.264,1.183,0.949,-50.720,-174.683,-148.621
2.346,0.950,0.853,-61.646,-155.762,-147.217
2.406,0.854,0.701,-99.731,-144.958,-124.268
2.529,0.750,0.512,-156.677,-140.442,-94.849
2.719,0.424,0.297,-210.388,-137.390,-85.571
2.840,-0.120,0.193,-228.394,-136.414,-113.525
2.898,-0.743,0.319,-199.951,-143.372,-159.729
2.829,-1.319,0.641,-153.748,-146.606,-196.472
2.659,-1.726,0.937,-126.343,-132.080,-202.271
2.398,-1.886,1.064,-133.301,-101.379,-170.166
2.083,-1.789,1.004,-161.072,-61.646,-115.295
1.812,-1.551,0.848,-184.265,-25.635,-63.171
1.685,-1.308,0.690,-182.190,-4.578,-37.415
1.661,-1.187,0.603,-155.334,3.296,-43.030
1.568,-1.235,0.582,-115.234,3.296,-74.402
1.506,-1.426,0.618,-71.533,6.165,-108.398
1.388,-1.566,0.636,-34.058,6.409,-121.216
1.275,-1.612,0.684,-15.198,4.883,-107.483
1.155,-1.536,0.734,-14.954,3.418,-74.036
1.077,-1.340,0.726,-23.682,6.348,-30.212
0.977,-1.069,0.682,-29.175,10.742,9.094
0.866,-0.769,0.655,-25.574,15.686,35.706
0.821,-0.527,0.604,-15.808,21.240,45.715
0.750,-0.334,0.577,-5.249,24.780,37.354
0.690,-0.240,0.574,8.118,25.513,24.414
0.662,-0.201,0.542,17.761,25.330,11.963
0.621,-0.193,0.507,19.531,21.179,2.258
0.588,-0.263,0.469,17.395,13.367,-1.831
0.634,-0.206,0.459,12.207,4.761,-1.709
0.650,-0.195,0.442,6.042,-3.357,3.113
0.688,-0.158,0.420,-0.854,-6.958,6.165
0.774,-0.105,0.393,-4.944,-6.104,7.935
0.737,-0.085,0.345,-4.395,-5.493,4.761
0.777,-0.127,0.359,-1.343,-1.160,-0.305
0.819,-0.137,0.302,1.465,1.099,-6.042
0.858,-0.182,0.276,1.038,0.671,-12.695
0.885,-0.227,0.265,0.549,-1.648,-16.479
0.911,-0.260,0.261,-0.916,-4.761,-17.944
0.927,-0.297,0.270,-3.235,-7.690,-17.639
0.942,-0.323,0.282,-4.639,-8.850,-15.686
0.958,-0.340,0.290,-4.761,-7.812,-11.719
0.967,-0.338,0.292,-4.272,-4.150,-6.287
0.976,-0.323,0.280,-3.845,-0.183,-1.770
0.985,-0.310,0.275,-3.174,2.319,1.221
0.987,-0.298,0.279,-1.892,3.235,2.075
0.992,-0.295,0.294,0.671,2.319,0.061
0.990,-0.302,0.308,3.479,0.854,-2.441
0.982,-0.311,0.324,4.700,-0.305,-3.418
0.959,-0.310,0.332,4.028,-0.977,-2.441
0.938,-0.284,0.339,2.686,-1.282,0.305
0.921,-0.248,0.340,1.160,-1.160,3.967
0.914,-0.204,0.346,-0.671,-0.732,6.592
0.912,-0.171,0.351,-1.770,0.122,7.568
0.904,-0.147,0.351,-1.831,1.099,5.737
0.900,-0.144,0.342,-0.427,2.441,2.075
0.903,-0.164,0.341,0.793,2.869,-1.892
0.909,-0.206,0.346,1.282,2.258,-5.249
0.911,-0.245,0.352,0.488,1.038,-7.324
0.911,-0.276,0.352,-0.610,0.244,-7.324
0.911,-0.295,0.357,-1.038,0.000,-5.737
0.906,-0.300,0.357,-1.343,-0.061,-3.418
0.899,-0.300,0.353,-1.648,0.061,-0.854
0.906,-0.274,0.366,-0.549,0.488,2.625
-0.184,3.101,0.055,-20.508,-51.453,184.448
-0.259,3.946,-0.149,-68.298,-78.247,164.795
-0.279,4.000,-0.203,-110.107,-122.192,102.234
-0.289,4.000,0.071,-137.756,-178.711,3.784
-0.246,4.000,0.632,-150.330,-230.408,-110.107
-0.127,3.836,1.239,-156.250,-256.165,-218.140
-0.026,3.265,1.902,-162.415,-253.784,-303.406
0.190,2.648,2.411,-176.453,-221.558,-366.943
0.332,1.827,2.756,-198.120,-165.405,-420.044
0.250,0.833,3.026,-217.712,-100.220,-485.046
0.506,-0.456,3.114,-223.328,-21.667,-561.035
0.504,-2.230,2.989,-198.792,50.598,-626.770
0.553,-4.000,2.754,-144.043,113.770,-661.011
0.827,-4.000,2.432,-67.139,166.687,-629.883
1.506,-4.000,2.059,-0.610,229.797,-513.672
1.767,-4.000,1.390,0.610,275.452,-354.492
1.567,-4.000,0.821,-25.208,303.955,-212.036
1.496,-4.000,0.397,-20.630,304.260,-122.742
1.500,-4.000,0.201,26.306,278.076,-77.148
1.410,-4.000,0.231,89.539,251.770,-52.917
1.209,-4.000,0.309,133.240,232.910,-30.334
0.963,-3.590,0.428,154.907,213.806,0.122
0.751,-3.092,0.538,167.175,190.857,30.579
0.558,-2.625,0.683,178.406,165.955,49.744
0.398,-2.349,0.826,190.430,143.188,55.603
0.244,-2.190,1.013,206.421,124.084,50.537
0.078,-2.033,1.237,228.760,105.225,42.725
-0.119,-1.870,1.495,246.704,85.876,45.288
-0.341,-1.739,1.740,248.108,72.327,58.716
-0.553,-1.629,1.883,236.389,64.209,78.979
-0.773,-1.414,1.948,226.318,58.105,107.239
-1.021,-1.113,1.928,225.098,58.411,137.268
-1.366,-0.885,1.844,222.351,65.918,157.410
-1.759,-0.579,1.753,218.262,75.684,171.570
-2.136,-0.240,1.573,221.375,82.031,185.303
-2.435,0.026,1.310,228.516,83.679,192.566
-2.610,0.240,1.013,231.201,77.698,191.406
-2.732,0.455,0.730,227.234,63.049,190.979
-2.797,0.680,0.445,216.736,42.297,194.458
-2.806,0.889,0.139,200.684,18.860,198.364
-2.713,1.092,-0.104,181.885,-7.690,197.693
-2.552,1.253,-0.259,165.771,-41.626,188.904
-2.338,1.376,-0.338,158.508,-76.965,170.776
-2.100,1.500,-0.340,160.156,-103.394,146.912
-1.853,1.641,-0.312,165.466,-118.103,121.704
-1.583,1.768,-0.297,164.185,-127.747,99.365
-1.366,1.838,-0.288,149.292,-137.634,83.069
-1.168,1.902,-0.217,123.779,-154.419,70.801
-0.980,1.855,-0.190,97.351,-178.162,57.739
-0.803,1.861,-0.045,74.463,-205.872,44.312
-0.548,1.885,0.192,57.678,-233.582,32.593
-0.237,1.844,0.348,38.696,-252.136,24.231
0.101,1.855,0.461,13.672,-258.423,21.973
0.392,1.907,0.542,-5.249,-258.301,23.376
0.654,1.881,0.634,-16.113,-256.775,21.362
0.885,1.778,0.771,-25.696,-259.583,15.137
1.191,1.568,0.963,-34.241,-267.700,7.568
1.572,1.250,1.170,-40.222,-275.513,-3.479
1.923,0.817,1.351,-38.452,-273.865,-19.348
2.163,0.470,1.484,-29.297,-256.104,-32.166
2.354,0.303,1.540,-19.958,-224.731,-31.189
2.445,0.301,1.424,-21.362,-183.594,-12.695
2.396,0.558,1.250,-36.743,-141.296,24.353
2.380,0.950,1.156,-59.753,-113.647,66.956
2.690,1.208,1.013,-85.815,-103.577,83.130
2.919,1.154,0.893,-103.699,-108.704,50.781
2.964,0.888,0.934,-99.792,-114.502,-9.094
2.981,0.530,1.074,-78.552,-109.863,-65.063
2.933,0.127,1.130,-67.078,-90.271,-103.455
2.766,-0.208,1.062,-74.402,-58.777,-117.493
2.480,-0.378,0.953,-87.769,-22.766,-109.497
2.167,-0.396,0.804,-100.525,7.202,-89.355
1.859,-0.325,0.675,-114.929,28.442,-65.735
1.602,-0.221,0.566,-129.822,39.856,-47.119
1.441,-0.178,0.485,-140.564,42.175,-40.405
1.364,-0.255,0.431,-141.846,39.063,-49.927
1.288,-0.467,0.385,-126.221,36.133,-76.538
1.234,-0.663,0.329,-96.802,36.743,-106.689
1.140,-0.822,0.331,-60.913,35.645,-125.366
1.093,-0.924,0.374,-35.156,31.189,-126.648
1.008,-0.944,0.396,-30.151,27.710,-111.511
0.934,-0.907,0.405,-39.795,28.381,-82.397
0.869,-0.790,0.371,-53.894,26.733,-48.645
0.814,-0.639,0.358,-65.613,23.071,-20.508
0.758,-0.476,0.378,-69.641,18.860,-4.333
0.709,-0.338,0.410,-65.979,14.526,-0.183
0.692,-0.283,0.440,-56.091,11.658,-4.211
0.727,-0.281,0.462,-42.053,12.573,-19.348
0.723,-0.330,0.492,-25.330,13.306,-38.940
0.709,-0.383,0.519,-10.010,8.057,-53.711
0.691,-0.413,0.551,0.977,2.380,-59.814
0.694,-0.434,0.575,2.991,0.244,-55.237
0.717,-0.439,0.574,-4.211,1.282,-42.297
0.733,-0.410,0.548,-13.855,0.977,-25.757
0.727,-0.340,0.516,-20.752,-0.061,-10.864
0.723,-0.262,0.497,-23.987,-2.075,-2.319
0.748,-0.238,0.470,-24.963,-5.432,-0.793
0.766,-0.269,0.446,-22.827,-8.606,-5.127
0.791,-0.320,0.433,-15.503,-11.047,-13.123
0.817,-0.361,0.421,-5.310,-11.658,-19.348
0.851,-0.376,0.436,0.427,-10.864,-21.057
0.900,-0.385,0.425,0.183,-6.714,-17.822
0.910,-0.378,0.400,-2.380,-1.648,-10.986
0.927,-0.339,0.345,-4.456,3.479,-4.272
0.956,-0.301,0.308,-3.296,6.531,1.709
0.975,-0.251,0.289,-0.244,5.249,5.371
0.997,-0.222,0.281,0.610,3.296,6.104
1.011,-0.233,0.280,-0.488,0.305,4.150
1.020,-0.266,0.290,-0.854,-1.892,0.916
1.020,-0.297,0.307,1.587,-2.747,-1.648
1.009,-0.306,0.322,5.371,-2.747,-2.258
0.989,-0.293,0.338,7.690,-1.648,-1.526
0.965,-0.266,0.342,7.019,-0.061,0.610
0.941,-0.234,0.338,4.639,2.380,4.089
0.916,-0.191,0.336,2.563,4.761,7.812
0.896,-0.146,0.335,2.441,5.798,9.949
0.885,-0.099,0.345,2.869,5.066,10.193
0.882,-0.063,0.358,2.747,3.174,8.850
0.880,-0.055,0.364,2.075,1.465,5.737
-0.088,3.071,-0.374,-21.240,-162.354,125.122
-0.054,3.664,-0.303,-44.861,-194.885,92.163
0.021,3.945,0.047,-55.237,-217.407,13.977
0.174,3.829,0.523,-59.326,-221.130,-86.060
0.417,3.495,0.960,-69.519,-206.970,-178.223
0.762,3.085,1.302,-91.980,-182.983,-242.249
1.205,2.732,1.428,-121.094,-151.062,-281.067
1.382,2.036,1.636,-146.790,-116.760,-312.683
1.474,1.200,1.753,-164.246,-82.275,-361.877
1.581,0.066,1.959,-159.607,-45.776,-422.241
1.638,-1.420,2.279,-143.555,-15.320,-482.178
1.619,-3.044,2.520,-121.277,9.949,-520.996
1.639,-3.995,2.754,-85.510,36.194,-501.221
1.859,-4.000,3.128,-45.166,74.219,-415.405
2.023,-4.000,3.217,-42.175,124.451,-316.467
1.933,-4.000,3.139,-47.852,177.551,-219.666
1.675,-4.000,2.920,-26.428,228.271,-146.667
1.387,-3.961,2.699,22.583,270.508,-108.276
1.178,-3.622,2.458,75.989,295.715,-84.167
0.966,-3.294,2.171,117.798,308.350,-54.871
0.722,-2.981,1.910,135.986,318.298,-20.020
0.501,-2.641,1.719,137.207,324.646,13.977
0.254,-2.257,1.528,136.230,311.646,40.100
0.076,-1.871,1.371,141.785,284.851,53.284
-0.070,-1.542,1.260,153.381,259.888,55.725
-0.222,-1.302,1.171,160.950,240.601,53.101
-0.387,-1.189,1.133,161.316,229.248,48.401
-0.580,-1.156,1.077,160.950,216.309,43.762
-0.800,-1.172,0.999,168.091,196.838,43.701
-1.031,-1.140,0.958,181.396,171.143,50.720
-1.276,-1.054,0.869,197.144,146.484,65.186
-1.552,-0.908,0.769,208.801,130.493,82.397
-1.778,-0.663,0.628,212.585,117.004,102.905
-1.955,-0.483,0.424,207.397,97.961,127.563
-2.191,-0.296,0.192,193.848,75.867,148.193
-2.328,-0.181,0.023,183.716,54.138,158.813
-2.366,-0.133,-0.108,180.603,29.480,159.729
-2.360,-0.085,-0.184,184.143,0.183,155.823
-2.266,-0.016,-0.214,192.139,-25.513,152.832
-2.125,0.124,-0.206,202.881,-46.021,151.367
-1.949,0.302,-0.136,211.426,-61.523,149.109
-1.764,0.460,-0.140,210.754,-70.984,146.118
-1.636,0.665,-0.181,202.026,-73.608,143.982
-1.539,0.895,-0.148,189.819,-76.477,144.592
-1.405,1.090,-0.146,176.514,-84.778,143.372
-1.246,1.257,-0.170,161.255,-94.971,135.681
-1.137,1.381,-0.201,148.071,-104.431,126.587
-1.063,1.547,-0.143,140.259,-113.892,117.004
-0.943,1.696,-0.045,135.742,-126.282,103.882
-0.758,1.765,0.031,126.160,-140.808,86.670
-0.534,1.846,0.129,109.497,-159.363,65.369
-0.227,1.930,0.213,88.806,-180.664,45.410
0.034,1.929,0.316,65.002,-198.792,31.982
0.269,1.924,0.487,40.161,-210.999,21.362
0.526,1.823,0.656,19.775,-215.942,10.132
0.790,1.613,0.776,4.089,-216.003,1.038
1.030,1.379,0.891,-5.371,-213.501,-8.179
1.246,1.120,1.027,-6.775,-212.036,-19.592
1.537,0.912,1.161,-1.953,-208.069,-31.311
1.799,0.712,1.226,2.258,-196.533,-41.443
2.000,0.629,1.260,-2.625,-175.293,-43.396
2.203,0.671,1.233,-15.991,-146.729,-35.706
2.321,0.814,1.073,-34.241,-117.676,-19.287
2.384,1.026,0.916,-57.007,-94.238,-0.366
2.439,1.190,0.789,-78.857,-82.764,1.892
2.481,1.215,0.769,-94.299,-90.454,-17.883
2.489,1.023,0.848,-104.797,-106.384,-48.157
2.514,0.721,0.945,-116.394,-115.173,-79.285
2.523,0.314,0.997,-126.526,-110.168,-104.858
2.483,-0.119,1.002,-131.348,-92.102,-124.878
2.375,-0.453,0.982,-128.906,-63.416,-133.423
2.220,-0.671,0.919,-123.901,-28.625,-127.625
1.992,-0.726,0.812,-125.366,4.028,-108.032
1.762,-0.672,0.664,-134.521,29.602,-81.360
1.656,-0.641,0.534,-145.264,42.969,-64.026
1.477,-0.699,0.439,-145.020,43.823,-67.322
1.376,-0.782,0.411,-129.395,43.640,-86.243
1.377,-0.939,0.409,-101.868,44.006,-105.896
1.328,-1.130,0.342,-73.486,34.546,-120.850
1.225,-1.270,0.340,-51.941,23.987,-123.779
1.121,-1.363,0.403,-40.283,15.930,-109.619
1.021,-1.281,0.399,-43.762,9.705,-80.811
0.966,-1.156,0.393,-53.833,14.587,-45.959
0.868,-0.977,0.374,-58.533,22.095,-17.883
0.811,-0.813,0.362,-54.321,27.710,-2.747
0.770,-0.674,0.370,-43.823,28.137,-0.854
0.756,-0.575,0.405,-28.564,23.621,-7.141
0.738,-0.513,0.461,-13.428,17.029,-16.968
0.731,-0.475,0.501,-3.601,11.169,-23.926
0.725,-0.445,0.521,0.366,6.836,-26.184
0.712,-0.415,0.526,0.427,3.723,-23.926
0.699,-0.382,0.521,-1.892,0.732,-19.287
0.698,-0.361,0.518,-3.967,-0.854,-13.672
0.704,-0.344,0.516,-4.883,-0.122,-8.545
0.714,-0.307,0.501,-3.418,2.136,-4.272
0.721,-0.271,0.475,-1.526,4.028,-2.258
0.732,-0.256,0.440,-1.221,4.700,-2.441
0.748,-0.260,0.388,-2.319,4.211,-4.456
0.780,-0.273,0.342,-2.319,2.808,-7.141
0.825,-0.287,0.295,-0.366,0.732,-9.460
0.863,-0.296,0.260,1.221,-0.610,-10.681
0.883,-0.313,0.228,2.014,-1.160,-10.620
0.910,-0.321,0.210,3.174,-1.526,-9.216
0.941,-0.330,0.203,4.761,-1.526,-6.836
0.958,-0.330,0.207,5.005,-1.038,-4.639
0.986,-0.344,0.219,4.211,-0.122,-2.991
1.000,-0.363,0.249,4.395,0.977,-1.770
0.998,-0.359,0.288,5.920,2.380,-0.122
0.998,-0.336,0.312,7.812,3.601,2.258
0.982,-0.309,0.318,7.019,4.761,4.761
0.956,-0.281,0.315,4.272,5.737,7.019
0.934,-0.244,0.304,2.258,5.615,8.972
0.920,-0.203,0.288,1.526,4.028,9.277
0.906,-0.173,0.278,0.977,2.319,7.690
0.896,-0.159,0.278,0.122,0.305,4.456
0.895,-0.175,0.290,-0.244,-1.343,0.305
0.906,-0.214,0.310,-0.793,-2.441,-3.784
0.925,-0.269,0.341,-0.793,-2.502,-7.629
0.933,-0.319,0.365,0.000,-1.099,-10.010
-0.108,3.251,-0.279,-59.509,-134.888,189.331
-0.228,4.000,-0.378,-114.746,-175.415,180.115
-0.265,4.000,-0.056,-151.001,-221.436,112.366
-0.231,4.000,0.543,-170.776,-257.629,-0.793
-0.088,4.000,1.207,-177.734,-267.334,-136.169
0.129,3.626,1.805,-177.429,-249.695,-259.766
0.372,2.851,2.317,-173.950,-213.623,-353.027
0.498,1.797,2.802,-174.255,-165.894,-422.974
0.614,0.540,3.263,-194.702,-112.671,-490.479
0.845,-1.303,3.495,-218.018,-42.786,-550.110
1.027,-3.131,3.573,-212.097,12.451,-582.153
1.283,-4.000,3.648,-152.771,63.354,-559.204
2.130,-4.000,3.411,-93.018,124.390,-480.957
2.361,-4.000,2.961,-79.407,174.438,-363.220
2.122,-4.000,2.397,-77.942,223.328,-244.629
1.964,-4.000,1.782,-48.706,260.437,-156.006
1.849,-4.000,1.257,10.193,285.706,-108.521
1.626,-4.000,0.994,78.979,290.039,-73.853
1.396,-4.000,0.819,134.033,278.564,-37.170
1.125,-3.991,0.703,161.560,263.550,-0.549
0.900,-3.449,0.652,177.490,246.155,37.659
0.688,-2.841,0.715,193.665,223.328,65.735
0.460,-2.237,0.815,210.510,191.589,76.050
0.268,-1.703,1.021,226.685,160.339,75.134
0.105,-1.295,1.232,237.549,137.634,70.496
-0.010,-1.079,1.418,236.816,130.798,68.176
-0.162,-0.999,1.572,228.516,128.906,68.970
-0.340,-1.000,1.668,225.891,124.634,68.481
-0.584,-0.984,1.686,235.168,122.742,69.458
-0.969,-0.989,1.639,246.338,124.878,76.111
-1.432,-0.957,1.541,249.451,130.249,90.698
-1.995,-0.902,1.346,247.437,133.484,112.732
-2.575,-0.792,1.091,241.943,134.644,142.761
-3.012,-0.576,0.907,238.037,130.249,170.837
-3.386,-0.328,0.825,245.544,100.281,184.448
-3.519,-0.163,0.774,258.911,56.885,185.059
-3.469,-0.002,0.661,258.423,17.212,183.960
-3.305,0.203,0.467,243.896,-6.287,190.674
-3.156,0.439,0.248,224.609,-15.503,204.895
-2.961,0.667,0.038,210.083,-22.156,213.379
-2.730,0.834,-0.194,200.867,-30.273,208.252
-2.527,0.965,-0.358,195.862,-44.189,195.862
-2.377,1.057,-0.475,195.618,-65.979,178.223
-2.143,1.193,-0.549,197.632,-97.656,159.241
-1.820,1.398,-0.502,198.547,-143.616,145.020
-1.503,1.650,-0.272,193.237,-192.688,135.498
-1.206,1.974,0.132,179.199,-233.704,125.977
-0.826,2.283,0.577,158.752,-261.536,114.502
-0.467,2.479,1.025,131.470,-268.311,100.830
-0.156,2.542,1.379,98.999,-251.404,81.665
0.174,2.473,1.517,72.327,-224.060,56.213
0.525,2.308,1.480,61.646,-203.491,23.987
0.882,2.106,1.439,64.819,-193.237,-12.207
1.216,1.878,1.436,72.205,-191.833,-46.082
1.569,1.628,1.437,72.205,-197.632,-70.862
1.953,1.386,1.453,60.852,-202.332,-84.167
2.259,1.162,1.441,42.969,-199.951,-84.778
2.546,1.047,1.517,24.292,-190.552,-72.937
2.836,0.916,1.523,4.761,-169.800,-58.350
3.031,0.895,1.449,-13.672,-144.470,-45.166
3.155,1.040,1.321,-27.466,-121.582,-26.855
3.230,1.236,1.133,-42.236,-95.154,-6.836
3.227,1.442,0.885,-68.054,-65.308,7.568
3.096,1.580,0.636,-102.722,-40.649,13.245
2.886,1.675,0.424,-134.338,-23.743,6.470
2.635,1.649,0.305,-157.288,-14.648,-12.024
2.371,1.344,0.295,-175.903,-8.240,-46.387
1.875,0.761,1.468,-198.792,-3.418,-102.478
1.849,0.254,0.360,-191.528,3.357,-158.569
1.508,-0.018,0.610,-135.376,43.274,-184.082
1.289,-0.280,0.641,-139.038,35.645,-188.782
1.192,-0.484,0.583,-143.677,48.645,-165.344
1.116,-0.445,0.494,-161.682,53.345,-125.610
1.075,-0.354,0.399,-184.265,49.988,-84.900
0.993,-0.258,0.314,-202.637,39.063,-60.120
0.958,-0.203,0.218,-209.900,20.752,-55.542
0.912,-0.321,0.165,-194.153,8.423,-75.867
0.825,-0.453,0.140,-158.691,-7.874,-110.046
0.781,-0.565,0.128,-118.469,-22.827,-137.939
0.750,-0.621,0.260,-92.590,-35.828,-148.682
0.852,-0.766,0.416,-92.041,-42.908,-143.860
0.826,-0.985,0.636,-103.821,-47.729,-130.554
0.874,-0.970,0.712,-113.159,-40.466,-121.277
0.931,-1.000,0.824,-111.389,-12.939,-98.145
1.044,-1.008,0.836,-102.661,-1.099,-72.266
0.992,-0.890,0.731,-87.585,8.057,-54.504
1.001,-0.798,0.652,-75.867,24.780,-42.114
0.929,-0.713,0.520,-65.247,34.912,-34.973
0.847,-0.699,0.413,-55.664,37.292,-35.767
0.781,-0.696,0.309,-44.434,34.241,-41.321
0.728,-0.725,0.221,-31.067,23.315,-49.011
0.667,-0.748,0.156,-19.287,5.676,-56.946
0.634,-0.771,0.189,-11.108,-12.695,-60.425
0.646,-0.828,0.288,-8.423,-24.231,-56.335
0.730,-0.859,0.369,-11.230,-25.085,-43.640
0.681,-0.796,0.387,-13.367,-24.475,-27.771
0.748,-0.750,0.402,-11.292,-14.160,-10.010
0.777,-0.607,0.357,-8.423,-2.686,2.380
0.819,-0.499,0.320,-5.554,-0.244,5.798
0.856,-0.422,0.281,-0.916,-0.854,4.028
0.881,-0.367,0.273,2.808,-2.075,-0.183
0.895,-0.335,0.267,4.883,-4.211,-2.747
0.910,-0.318,0.244,5.432,-5.981,-2.991
0.915,-0.311,0.209,5.920,-6.958,-1.709
0.924,-0.287,0.199,8.301,-8.545,1.343
0.946,-0.250,0.207,10.864,-10.376,5.371
0.978,-0.216,0.224,9.399,-10.742,8.789
0.986,-0.203,0.240,5.554,-9.155,10.498
0.987,-0.195,0.262,2.625,-6.836,9.766
0.989,-0.193,0.266,1.770,-4.272,7.751
0.979,-0.189,0.271,2.014,-1.892,5.493
0.967,-0.184,0.281,1.831,-0.366,3.418
0.960,-0.197,0.290,0.061,1.160,1.099
0.956,-0.220,0.288,-1.709,2.625,-0.671
0.952,-0.240,0.280,-1.892,3.235,-1.465
0.952,-0.244,0.273,-1.526,2.930,-1.221
0.952,-0.246,0.265,-1.709,2.075,-0.122
0.952,-0.242,0.254,-2.441,0.427,0.671
0.950,-0.239,0.250,-3.357,-1.709,0.671
0.192,2.729,-1.081,-127.502,-73.181,256.287
0.237,3.499,-1.204,-198.547,-123.901,274.414
0.334,3.915,-1.067,-232.056,-200.195,219.299
0.422,3.950,-0.405,-226.990,-281.677,101.135
0.673,3.506,0.613,-196.350,-339.722,-45.227
1.014,2.776,1.543,-168.030,-353.333,-177.795
1.401,1.950,2.419,-159.485,-325.073,-277.771
1.751,0.923,3.254,-170.532,-271.667,-346.497
2.127,-0.217,3.965,-191.956,-203.674,-386.902
2.520,-1.154,4.000,-192.871,-123.962,-399.292
3.059,-1.930,4.000,-167.969,-36.621,-390.137
3.256,-2.494,4.000,-144.226,50.903,-368.469
3.238,-2.813,4.000,-120.667,140.015,-342.896
3.151,-3.162,3.756,-78.003,228.333,-319.153
2.719,-3.425,3.091,-24.048,299.744,-298.279
2.382,-3.653,2.364,29.663,355.225,-274.170
2.001,-3.734,1.786,77.393,385.254,-235.840
1.625,-3.529,1.344,100.586,391.174,-183.167
1.326,-3.177,1.034,104.309,374.573,-121.765
1.103,-2.832,0.843,102.112,340.637,-78.003
0.912,-2.494,0.776,115.540,299.866,-59.448
0.721,-2.090,0.815,145.813,261.963,-51.758
0.505,-1.705,0.918,173.950,230.652,-45.837
0.207,-1.464,1.002,188.477,203.247,-42.053
-0.169,-1.320,1.031,196.899,180.542,-39.490
-0.561,-1.206,1.021,209.656,157.837,-35.583
-1.009,-1.215,0.917,225.769,132.080,-33.752
-1.582,-1.381,0.667,237.122,103.577,-35.706
-2.185,-1.550,0.484,240.051,67.200,-31.372
-2.610,-1.495,0.490,240.051,7.019,0.977
-2.867,-1.194,0.630,242.371,-65.796,57.312
-3.145,-0.801,0.856,240.723,-127.686,109.680
-3.361,-0.386,1.111,233.215,-168.762,144.653
-3.398,-0.027,1.270,228.149,-182.495,161.926
-3.177,0.338,1.405,235.168,-166.016,165.466
-2.813,0.558,1.275,252.380,-113.708,162.231
-2.513,0.718,0.941,266.052,-42.542,156.311
-2.418,0.810,0.444,268.677,6.104,150.696
-2.321,0.881,-0.064,267.822,26.855,140.930
-2.168,0.931,-0.390,264.709,16.968,124.573
-1.816,1.103,-0.557,254.700,-22.766,111.145
-1.475,1.342,-0.516,234.070,-85.876,110.168
-1.242,1.596,-0.300,200.134,-146.545,117.126
-1.006,1.936,0.035,161.377,-182.983,126.709
-0.691,2.317,0.369,128.418,-199.585,140.015
-0.452,2.602,0.665,99.792,-196.350,149.475
-0.233,2.857,0.985,67.627,-181.641,144.348
0.055,2.941,1.147,41.565,-169.556,123.047
0.384,2.859,1.215,28.381,-152.222,88.867
0.808,2.784,1.138,18.311,-132.935,55.237
1.201,2.725,0.925,11.597,-114.685,32.654
1.502,2.686,0.688,8.911,-107.727,25.085
1.784,2.709,0.557,5.737,-117.676,22.949
2.027,2.698,0.597,-2.747,-137.573,15.442
2.159,2.529,0.659,-17.578,-155.762,-0.977
2.273,2.232,0.736,-33.020,-161.987,-23.315
2.388,1.832,0.803,-43.518,-153.748,-55.725
2.448,1.455,0.842,-51.636,-137.939,-89.172
2.463,1.171,0.861,-67.017,-115.723,-109.924
