aX,aY,aZ,gX,gY,gZ
0.667,0.206,0.166,4.700,-15.015,21.912
0.686,0.241,0.139,2.869,-16.052,27.039
0.727,0.281,0.141,2.197,-15.442,29.724
2.252,-0.041,0.332,55.481,-21.667,69.946
2.449,0.174,0.357,58.716,-11.780,77.698
2.581,0.395,0.374,60.913,-3.174,82.153
2.710,0.621,0.395,60.547,7.874,86.121
2.801,0.809,0.423,58.472,21.973,89.966
2.810,0.985,0.537,56.213,36.011,92.102
2.764,1.108,0.737,53.772,51.086,91.309
2.683,1.222,0.935,51.331,71.899,87.830
2.500,1.270,1.031,49.500,98.450,81.360
2.257,1.278,1.036,44.495,125.183,76.538
2.042,1.307,1.000,34.180,148.499,77.148
1.823,1.321,0.962,18.372,166.626,81.726
1.592,1.341,0.918,-1.526,180.603,89.355
1.369,1.371,0.864,-23.010,190.002,99.365
1.170,1.447,0.818,-41.626,193.359,106.140
0.979,1.542,0.760,-51.331,190.552,105.042
0.791,1.604,0.661,-53.406,179.993,94.360
0.617,1.610,0.550,-55.359,162.170,74.768
0.502,1.562,0.490,-59.509,140.381,49.500
0.409,1.450,0.471,-62.683,117.188,21.423
0.308,1.303,0.475,-62.378,95.337,-5.188
0.223,1.149,0.498,-58.960,75.134,-26.245
0.165,1.009,0.521,-55.664,55.969,-39.001
0.126,0.890,0.555,-55.664,39.856,-44.312
0.078,0.772,0.596,-58.777,28.381,-42.847
0.066,0.681,0.623,-62.683,20.630,-35.339
0.054,0.584,0.593,-65.369,16.602,-26.611
-0.004,0.490,0.529,-69.824,15.808,-17.029
-0.105,0.425,0.452,-82.031,15.503,-0.793
-0.177,0.398,0.423,-104.919,12.939,23.437
-0.214,0.393,0.445,-128.845,8.789,46.143
-0.224,0.382,0.465,-142.334,3.174,58.960
-0.236,0.343,0.500,-141.418,-1.465,58.777
-0.228,0.313,0.508,-129.700,-2.319,46.082
-0.236,0.278,0.518,-112.061,-1.099,24.048
-0.235,0.236,0.508,-94.727,2.869,-1.587
-0.216,0.169,0.441,-83.252,10.132,-25.818
-0.242,0.093,0.367,-82.397,18.188,-44.556
-0.266,0.020,0.340,-92.102,26.123,-54.443
-0.247,-0.051,0.328,-104.309,32.349,-56.091
-0.222,-0.119,0.326,-116.150,33.691,-52.490
-0.206,-0.175,0.337,-125.488,33.264,-47.302
-0.175,-0.204,0.335,-131.165,31.860,-41.504
-0.134,-0.238,0.331,-133.423,27.710,-35.583
-0.099,-0.253,0.291,-131.226,24.231,-31.189
-0.070,-0.244,0.222,-125.732,21.423,-26.428
-0.062,-0.229,0.152,-119.080,19.470,-22.034
-0.077,-0.191,0.066,-113.342,18.921,-16.479
-0.084,-0.148,0.001,-112.000,18.555,-8.118
-0.071,-0.102,-0.065,-113.831,18.738,1.282
-0.061,-0.077,-0.121,-117.126,17.090,7.812
-0.006,-0.065,-0.130,-120.911,12.756,9.827
0.022,-0.064,-0.136,-122.681,6.287,8.850
0.008,-0.080,-0.126,-122.681,0.854,5.005
-0.004,-0.104,-0.098,-121.643,-2.686,0.488
-0.016,-0.149,-0.072,-119.446,-6.287,-3.418
-0.049,-0.222,-0.054,-115.540,-9.521,-7.568
-0.032,-0.275,-0.067,-111.511,-12.268,-12.878
0.057,-0.320,-0.138,-107.971,-14.709,-19.409
0.036,-0.366,-0.193,-103.943,-15.747,-27.954
-0.011,-0.427,-0.209,-101.196,-16.479,-36.987
-0.017,-0.505,-0.219,-97.839,-18.738,-45.227
-0.059,-0.602,-0.246,-88.928,-24.292,-50.659
-0.138,-0.730,-0.257,-77.759,-32.654,-52.429
-0.122,-0.855,-0.300,-69.336,-40.039,-48.279
-0.114,-0.997,-0.394,-63.354,-46.692,-41.138
-0.194,-1.097,-0.506,-58.838,-58.289,-36.194
-0.248,-1.161,-0.554,-57.373,-74.341,-36.316
-0.262,-1.289,-0.563,-53.833,-90.332,-38.879
-0.285,-1.456,-0.535,-48.889,-107.788,-43.152
-0.308,-1.664,-0.474,-43.640,-128.235,-53.101
-0.251,-1.982,-0.393,-38.208,-147.461,-70.007
-0.193,-2.399,-0.333,-31.006,-161.255,-90.515
-0.112,-2.797,-0.457,-17.822,-171.936,-109.192
-0.056,-3.107,-0.690,8.362,-191.223,-123.108
-0.049,-3.396,-0.750,47.607,-228.088,-134.338
0.108,-3.727,-0.513,94.604,-283.508,-135.925
0.458,-3.973,0.175,133.789,-345.459,-116.211
0.933,-3.957,1.305,158.875,-383.118,-68.848
1.577,-3.566,2.299,179.321,-378.723,7.629
2.054,-2.734,2.837,197.388,-343.567,104.370
2.373,-1.556,2.978,204.712,-288.208,211.670
2.742,-0.213,3.043,191.589,-221.436,314.148
3.127,1.235,3.062,176.331,-157.959,374.512
3.435,2.392,2.932,184.143,-113.281,369.202
3.530,3.090,2.651,196.533,-84.290,301.636
3.470,3.179,2.348,200.439,-60.120,191.284
3.138,2.919,2.053,206.787,-39.551,76.294
2.718,2.530,1.614,209.290,-20.996,-1.282
2.393,2.189,1.268,190.369,-4.333,-32.532
2.095,1.917,1.092,158.020,9.094,-31.982
1.905,1.713,0.962,126.099,24.963,-18.188
1.716,1.523,0.817,102.295,39.978,-5.493
1.510,1.341,0.656,88.501,46.082,-0.793
1.333,1.168,0.522,80.383,46.448,-2.563
1.119,1.144,0.584,72.205,43.335,-3.967
0.882,0.889,0.311,60.181,29.419,20.325
0.784,0.929,0.362,39.978,44.312,48.950
0.818,1.123,0.433,16.785,45.044,85.510
0.851,1.241,0.392,11.597,27.161,109.375
0.795,1.342,0.359,19.653,18.494,96.558
0.740,1.326,0.294,24.963,17.700,76.050
0.746,1.173,0.227,23.010,19.897,55.237
0.784,0.967,0.205,18.372,22.278,32.104
0.812,0.734,0.218,17.639,18.250,9.399
0.837,0.503,0.234,18.311,7.446,-9.338
0.818,0.292,0.250,20.264,-1.526,-21.301
0.797,0.095,0.291,20.203,-3.540,-23.560
0.802,-0.029,0.352,16.724,-2.014,-14.526
0.803,-0.093,0.403,11.780,2.136,1.831
0.822,-0.096,0.387,6.348,7.751,21.545
0.849,-0.039,0.343,2.136,13.672,40.833
0.885,0.057,0.337,-0.244,20.447,55.054
0.905,0.157,0.341,-2.014,23.499,61.951
0.912,0.219,0.295,-6.348,22.339,64.209
0.939,0.275,0.259,-12.878,25.757,59.937
0.940,0.276,0.246,-17.090,27.405,48.279
0.896,0.237,0.216,-16.663,22.217,32.166
0.854,0.187,0.194,-13.367,17.029,18.616
1.490,-0.952,0.394,31.311,-56.641,-14.893
1.723,-0.995,0.307,36.621,-46.814,-0.793
1.999,-0.964,0.228,44.312,-40.649,15.564
2.281,-0.841,0.158,55.481,-37.598,31.494
2.558,-0.636,0.093,67.444,-31.128,45.349
2.774,-0.357,0.118,75.439,-18.494,62.378
2.996,-0.008,0.341,76.050,-2.563,84.106
3.211,0.364,0.632,73.364,15.869,101.929
3.276,0.734,0.928,73.547,37.476,108.887
3.252,1.039,1.066,75.989,64.819,103.882
3.167,1.183,1.040,74.524,93.933,89.722
3.031,1.190,0.949,64.697,124.329,76.416
2.798,1.099,0.908,51.208,158.752,71.533
2.491,1.078,0.924,37.720,190.125,78.735
2.181,1.171,0.940,20.996,209.045,99.670
1.853,1.339,0.931,-3.784,221.130,129.639
1.490,1.540,0.910,-32.959,232.971,155.701
1.120,1.752,0.839,-58.167,238.770,168.640
0.774,1.930,0.733,-79.773,235.474,166.565
0.542,1.961,0.620,-99.670,225.891,150.208
0.358,1.896,0.569,-112.183,209.473,122.925
0.164,1.789,0.533,-112.793,189.575,89.844
0.014,1.675,0.495,-105.042,167.236,57.312
-0.072,1.529,0.474,-96.558,140.869,30.579
-0.134,1.372,0.499,-88.440,114.746,12.268
-0.209,1.232,0.524,-83.008,93.750,1.892
-0.290,1.096,0.566,-84.961,76.538,-0.366
-0.389,0.975,0.608,-94.116,66.101,7.080
-0.483,0.907,0.605,-108.643,63.232,25.330
-0.538,0.893,0.579,-127.197,61.707,48.889
-0.596,0.885,0.535,-140.625,59.021,68.298
-0.679,0.891,0.438,-146.912,54.932,76.904
-0.722,0.869,0.369,-150.391,45.959,75.012
-0.744,0.800,0.325,-147.339,32.349,62.805
-0.755,0.716,0.275,-136.719,17.273,44.250
-0.737,0.632,0.226,-122.375,3.113,23.376
-0.742,0.549,0.194,-105.530,-10.620,1.404
-0.769,0.453,0.187,-92.468,-23.315,-18.555
-0.753,0.351,0.212,-94.238,-31.311,-28.320
-0.709,0.232,0.234,-108.704,-33.630,-27.405
-0.714,0.119,0.273,-123.230,-33.447,-23.865
-0.711,0.024,0.262,-130.554,-32.593,-19.714
-0.679,-0.080,0.270,-135.559,-32.104,-15.320
-0.649,-0.171,0.256,-139.526,-30.151,-9.521
-0.613,-0.254,0.242,-137.634,-30.273,-6.470
-0.578,-0.322,0.248,-128.784,-35.339,-8.362
-0.537,-0.408,0.263,-113.159,-43.518,-13.611
-0.488,-0.481,0.267,-93.567,-52.917,-21.667
-0.455,-0.543,0.255,-75.867,-61.829,-31.616
-0.428,-0.660,0.224,-70.068,-67.017,-37.170
-0.379,-0.782,0.222,-85.266,-68.420,-31.006
-0.318,-0.854,0.266,-111.328,-63.416,-16.907
-0.257,-0.899,0.281,-128.662,-54.077,-6.958
-0.245,-0.943,0.243,-128.235,-50.171,-8.423
-0.254,-0.982,0.184,-111.755,-54.321,-18.738
-0.217,-1.020,0.096,-85.632,-65.613,-32.104
-0.189,-1.052,0.011,-56.946,-82.336,-43.762
-0.169,-1.062,-0.017,-35.278,-98.999,-52.368
-0.034,-1.121,-0.111,-28.503,-107.544,-54.688
0.149,-1.126,-0.201,-37.842,-111.877,-49.622
0.275,-1.147,-0.291,-50.232,-112.183,-46.509
0.358,-1.166,-0.254,-54.749,-105.469,-51.758
0.416,-1.237,-0.171,-47.485,-100.525,-66.589
0.446,-1.360,-0.092,-29.297,-106.750,-87.708
0.578,-1.532,-0.106,-9.338,-119.324,-110.046
0.725,-1.796,-0.128,9.521,-133.423,-131.226
0.752,-2.066,-0.146,27.100,-148.560,-147.095
0.947,-2.278,-0.121,40.833,-155.640,-154.114
1.096,-2.433,-0.095,49.072,-166.443,-147.461
1.309,-2.514,-0.038,60.364,-171.509,-132.324
1.593,-2.526,0.121,72.754,-168.945,-124.268
1.802,-2.454,0.319,87.646,-166.077,-115.234
1.981,-2.302,0.505,103.699,-167.114,-97.290
2.243,-2.041,0.766,114.014,-167.664,-67.322
2.327,-1.639,1.033,118.774,-161.621,-30.518
2.378,-1.174,1.170,121.338,-144.409,4.211
2.434,-0.723,1.107,121.460,-118.958,33.508
2.432,-0.286,0.961,120.300,-89.355,57.129
2.414,0.132,0.777,116.333,-59.753,76.965
2.315,0.536,0.641,103.210,-37.231,97.290
2.202,0.870,0.575,82.336,-23.865,113.586
2.136,1.048,0.570,65.430,-15.259,122.009
2.062,1.189,0.655,63.232,-7.996,118.347
1.997,1.302,0.608,80.383,-1.343,99.243
1.903,1.419,0.433,100.403,3.052,76.416
1.851,1.547,0.396,100.098,7.568,62.317
1.870,1.603,0.500,79.590,15.442,54.016
1.839,1.577,0.569,61.646,19.287,39.551
1.708,1.477,0.481,61.951,16.968,14.771
1.547,1.321,0.331,71.960,15.442,-9.827
1.405,1.153,0.228,76.172,13.000,-25.208
1.274,1.013,0.206,72.388,6.958,-27.344
1.149,0.921,0.210,65.125,3.418,-17.029
1.148,0.872,0.250,58.838,3.845,-0.610
1.019,0.893,0.208,57.617,3.357,11.353
1.037,0.828,0.163,59.570,6.287,23.560
1.023,0.776,0.182,58.289,-3.845,28.076
1.012,0.719,0.229,61.340,-10.193,23.010
1.011,0.669,0.260,67.871,-7.324,18.188
1.003,0.608,0.265,68.542,-3.540,16.724
0.982,0.573,0.272,60.852,-2.075,17.578
0.990,0.592,0.235,49.316,-0.488,23.621
0.974,0.641,0.156,36.438,6.409,32.715
1.002,0.684,0.107,22.522,17.212,39.978
0.988,0.701,0.054,9.644,16.479,39.978
0.986,0.686,-0.035,1.648,7.324,33.264
0.989,0.642,-0.071,-0.793,8.606,20.081
0.981,0.562,-0.054,0.366,7.263,4.944
0.973,0.456,-0.024,1.953,-4.395,-9.216
0.959,0.350,0.018,4.883,-14.832,-20.752
0.962,0.265,0.078,9.155,-16.602,-26.550
0.968,0.207,0.144,10.559,-14.648,-26.978
0.974,0.177,0.205,8.423,-14.282,-23.193
0.985,0.165,0.225,5.798,-10.559,-17.578
0.978,0.158,0.203,3.906,-3.540,-13.245
0.959,0.147,0.158,1.343,1.038,-10.132
0.945,0.135,0.130,-3.601,4.211,-7.935
0.931,0.110,0.094,-7.629,7.141,-6.287
0.909,0.078,0.054,-8.423,7.202,-5.432
1.903,-0.898,-0.089,55.908,-24.902,16.907
2.111,-0.861,-0.117,69.580,-23.132,23.743
2.350,-0.687,0.021,82.092,-23.315,42.847
2.612,-0.332,0.217,91.858,-13.855,72.266
2.915,0.065,0.414,94.421,7.324,98.755
3.119,0.477,0.627,86.792,27.893,109.619
3.230,0.815,0.719,81.604,43.213,99.060
3.289,0.971,0.718,83.008,53.711,71.045
3.263,0.947,0.766,86.487,56.335,39.001
3.142,0.920,0.877,87.036,56.458,23.804
2.948,0.996,0.984,81.726,66.101,35.889
2.707,1.221,1.059,64.209,85.876,69.763
2.430,1.515,1.094,36.438,112.549,109.558
2.117,1.781,1.094,3.906,138.489,138.184
1.828,1.918,1.090,-24.597,157.898,145.020
1.571,1.995,1.095,-40.039,170.227,129.456
1.266,1.971,1.080,-44.739,177.185,99.609
1.028,1.877,0.997,-52.429,179.199,68.237
0.833,1.748,0.879,-63.171,177.795,41.992
0.662,1.624,0.803,-69.580,171.936,21.057
0.525,1.531,0.748,-70.068,160.645,3.418
0.407,1.447,0.698,-66.833,143.433,-10.437
0.291,1.309,0.672,-67.505,124.390,-19.226
0.146,1.148,0.675,-79.590,108.643,-16.785
0.001,0.976,0.650,-96.619,95.215,-3.662
-0.133,0.855,0.722,-108.276,82.520,13.000
-0.190,0.793,0.869,-109.558,72.083,26.672
-0.221,0.848,1.055,-97.717,70.068,31.433
-0.261,0.879,1.024,-80.811,80.933,24.475
-0.334,0.874,0.933,-67.017,94.910,7.751
-0.412,0.863,0.802,-58.350,105.469,-12.817
-0.494,0.856,0.650,-57.617,108.215,-34.729
-0.485,0.697,0.545,-70.496,94.971,-57.556
-0.474,0.478,0.570,-90.576,72.693,-74.463
-0.475,0.276,0.597,-103.333,62.805,-77.271
-0.477,0.159,0.566,-109.802,63.354,-67.017
-0.462,0.131,0.523,-114.319,62.622,-50.720
-0.436,0.152,0.509,-115.112,61.462,-37.170
-0.428,0.193,0.470,-112.793,65.552,-31.616
-0.430,0.212,0.377,-113.159,78.003,-32.471
-0.440,0.150,0.283,-122.925,94.971,-35.950
-0.457,0.011,0.169,-136.597,111.633,-39.917
-0.522,-0.134,-0.003,-145.752,120.178,-43.701
-0.578,-0.275,-0.183,-148.926,113.892,-43.945
-0.594,-0.394,-0.272,-145.264,96.313,-39.978
-0.575,-0.475,-0.297,-138.794,75.195,-34.912
-0.555,-0.515,-0.252,-132.812,50.476,-33.142
-0.563,-0.562,-0.172,-124.390,26.672,-33.203
-0.544,-0.609,-0.051,-113.403,10.864,-32.654
-0.491,-0.634,0.036,-101.746,5.920,-31.128
-0.449,-0.675,-0.007,-90.210,7.202,-30.518
-0.410,-0.728,-0.132,-85.327,8.972,-27.710
-0.394,-0.795,-0.259,-90.393,13.489,-18.616
-0.415,-0.831,-0.328,-102.722,17.212,-5.066
-0.392,-0.851,-0.471,-116.577,10.803,9.705
-0.326,-0.911,-0.588,-129.944,-0.793,23.071
-0.294,-0.958,-0.625,-142.883,-18.250,26.978
-0.296,-0.989,-0.567,-144.470,-41.382,20.691
-0.313,-0.992,-0.515,-128.967,-60.608,8.118
-0.324,-1.002,-0.449,-107.178,-74.402,-4.211
-0.276,-1.039,-0.384,-88.562,-86.304,-13.794
-0.202,-1.127,-0.340,-71.777,-94.299,-20.813
-0.152,-1.222,-0.328,-58.594,-99.121,-23.132
-0.038,-1.305,-0.319,-54.260,-101.196,-17.334
0.060,-1.316,-0.348,-53.650,-101.013,-4.028
0.138,-1.294,-0.280,-49.744,-100.220,9.644
0.238,-1.233,-0.219,-41.626,-100.098,16.785
0.303,-1.153,-0.192,-25.696,-106.384,17.273
0.402,-1.097,-0.258,-6.775,-121.704,13.489
0.574,-1.012,-0.275,8.118,-140.076,4.272
0.700,-1.082,-0.261,17.273,-151.978,-1.343
0.952,-1.173,-0.169,23.193,-148.315,-14.160
1.108,-1.323,-0.161,25.330,-143.860,-37.781
1.142,-1.540,-0.286,31.616,-143.066,-53.467
1.148,-1.777,-0.399,41.565,-148.193,-60.364
1.193,-1.992,-0.488,47.241,-151.428,-57.861
1.266,-2.099,-0.338,42.786,-152.344,-43.762
1.342,-2.058,0.087,41.016,-158.752,-15.747
1.499,-1.836,0.467,54.260,-166.870,21.423
1.755,-1.477,0.682,76.965,-168.152,54.443
1.915,-1.120,0.782,97.778,-164.490,80.444
1.953,-0.790,0.800,109.863,-152.832,100.281
1.921,-0.479,0.718,118.225,-134.399,112.488
1.899,-0.229,0.564,126.404,-117.310,118.347
1.952,0.007,0.550,123.779,-105.957,125.183
1.996,0.263,0.694,114.258,-105.347,132.263
2.013,0.505,0.760,111.816,-106.201,135.132
2.038,0.773,0.754,116.394,-98.450,137.939
2.049,1.061,0.833,115.967,-84.351,137.085
2.035,1.276,0.955,110.229,-66.711,126.221
1.986,1.466,1.011,106.506,-43.396,103.333
1.894,1.465,0.841,107.178,-25.879,75.684
1.717,1.376,0.658,109.741,-18.982,39.734
1.503,1.222,0.458,115.112,-13.672,1.099
1.344,1.006,0.233,123.352,-14.771,-25.574
1.217,0.831,0.054,122.375,-23.193,-31.677
1.132,0.771,-0.025,107.239,-36.987,-18.005
1.077,0.808,-0.025,85.938,-53.223,10.193
1.130,0.922,0.163,64.697,-63.721,40.955
1.233,1.060,0.450,49.683,-63.721,58.350
1.330,1.168,0.723,47.241,-55.786,53.162
1.370,1.187,0.826,54.688,-43.091,28.870
1.319,1.057,0.744,59.143,-28.992,-4.456
1.251,0.843,0.632,55.115,-19.897,-30.945
1.177,0.616,0.520,48.096,-14.893,-41.565
1.117,0.437,0.447,39.001,-9.338,-35.217
1.066,0.353,0.372,29.541,-3.723,-15.381
1.030,0.369,0.308,18.250,-0.610,9.888
1.001,0.445,0.264,6.531,1.160,33.142
0.985,0.516,0.245,-2.380,1.160,47.729
0.978,0.567,0.233,-5.920,0.610,49.255
0.957,0.568,0.197,-4.150,-0.671,37.781
0.946,0.528,0.177,-1.648,-3.845,18.005
0.956,0.467,0.186,0.916,-9.521,-2.930
0.969,0.383,0.219,3.113,-16.541,-19.836
0.973,0.298,0.240,2.686,-22.583,-28.320
0.969,0.228,0.276,-0.916,-24.170,-28.564
0.984,0.185,0.322,-4.700,-21.179,-22.705
0.993,0.172,0.343,-6.226,-15.076,-14.099
1.920,0.240,0.394,91.248,5.127,70.740
1.968,0.284,0.448,95.032,10.681,76.721
2.002,0.357,0.512,92.773,24.292,88.257
2.021,0.487,0.551,83.191,42.603,100.647
2.032,0.632,0.594,68.909,60.425,109.619
2.060,0.766,0.622,52.612,76.965,114.746
2.050,0.888,0.651,37.415,91.736,115.601
2.044,0.981,0.686,30.396,101.257,107.727
1.997,1.015,0.680,33.386,106.445,92.346
1.941,1.023,0.641,38.513,110.779,75.684
1.876,0.984,0.635,42.236,113.770,59.937
1.720,0.962,0.634,46.387,114.929,48.218
1.604,0.975,0.646,44.739,114.075,47.119
1.505,1.024,0.692,31.555,113.220,57.190
1.407,1.096,0.789,9.399,118.347,72.144
1.336,1.205,0.882,-15.625,129.150,87.219
1.288,1.316,0.961,-38.818,143.188,97.961
1.213,1.309,0.929,-54.871,157.349,98.083
1.084,1.252,0.827,-66.406,168.274,91.431
0.958,1.178,0.730,-73.975,170.837,84.290
0.837,1.126,0.685,-77.332,162.659,78.552
0.731,1.120,0.679,-74.768,147.949,75.684
0.653,1.125,0.692,-67.688,130.859,70.313
0.563,1.115,0.703,-57.190,108.887,57.983
0.438,1.059,0.705,-45.532,85.571,41.748
0.324,0.951,0.712,-47.913,73.730,34.119
0.171,0.863,0.759,-71.777,73.730,45.593
0.083,0.835,0.859,-104.553,81.543,69.580
0.017,0.837,0.880,-130.981,92.041,90.698
-0.079,0.839,0.857,-143.250,98.572,98.938
-0.195,0.842,0.799,-140.747,98.267,95.154
-0.276,0.802,0.727,-128.967,91.736,84.290
-0.376,0.779,0.621,-115.112,83.496,70.984
-0.465,0.784,0.474,-105.591,76.904,60.059
-0.562,0.825,0.308,-110.168,69.275,53.955
-0.594,0.833,0.220,-133.606,57.800,53.650
-0.599,0.803,0.219,-171.936,42.786,59.937
-0.608,0.731,0.290,-209.045,29.358,68.542
-0.589,0.686,0.379,-228.271,19.958,72.388
-0.548,0.680,0.437,-223.938,9.399,63.965
-0.549,0.677,0.439,-203.003,-4.700,38.757
-0.587,0.620,0.431,-175.903,-19.897,0.244
-0.640,0.507,0.429,-149.475,-31.982,-44.189
-0.724,0.321,0.396,-126.099,-39.490,-88.562
-0.841,0.072,0.342,-114.502,-43.396,-124.634
-0.996,-0.205,0.294,-117.615,-45.654,-141.968
-1.091,-0.527,0.257,-133.545,-43.945,-138.123
-1.184,-0.856,0.236,-160.522,-41.931,-114.319
-1.258,-1.098,0.281,-186.218,-44.006,-75.745
-1.235,-1.194,0.357,-197.144,-52.979,-41.504
-1.183,-1.237,0.410,-182.556,-68.604,-24.292
-1.137,-1.265,0.434,-148.254,-84.961,-26.184
-1.042,-1.364,0.370,-108.459,-98.206,-40.283
-0.976,-1.465,0.191,-78.369,-108.826,-50.537
-0.934,-1.520,0.020,-67.078,-115.112,-50.476
-0.807,-1.553,-0.119,-71.655,-115.356,-44.250
-0.630,-1.582,-0.202,-80.994,-115.234,-36.072
-0.476,-1.580,-0.219,-81.848,-121.033,-33.020
-0.268,-1.581,-0.216,-66.772,-131.348,-40.222
-0.095,-1.552,-0.241,-40.527,-144.470,-55.542
-0.017,-1.457,-0.210,-15.076,-159.790,-73.608
0.132,-1.355,-0.097,-1.709,-172.607,-88.989
0.340,-1.275,0.071,-0.488,-179.626,-101.624
0.624,-1.224,0.157,-5.066,-180.786,-113.586
0.922,-1.251,0.109,-10.498,-177.185,-124.329
1.034,-1.342,0.001,-15.564,-169.006,-133.423
1.145,-1.473,-0.006,-20.203,-160.339,-138.489
1.311,-1.623,-0.006,-17.151,-155.518,-137.451
1.484,-1.762,0.061,-7.263,-153.931,-133.179
1.687,-1.781,0.161,-0.793,-160.522,-125.793
1.895,-1.796,0.236,10.864,-169.250,-109.192
2.190,-1.816,0.366,24.109,-162.109,-103.516
2.459,-1.864,0.618,26.794,-150.452,-104.309
2.625,-1.918,0.930,24.719,-145.142,-99.548
2.706,-1.944,1.054,29.663,-136.963,-84.045
2.673,-1.880,1.043,43.091,-123.962,-57.678
2.621,-1.665,1.000,60.059,-108.459,-21.484
2.553,-1.334,0.930,78.552,-91.919,18.372
2.526,-0.932,0.874,99.915,-70.984,56.702
2.516,-0.471,0.786,118.286,-40.039,92.224
2.524,-0.041,0.778,126.099,-7.812,119.751
2.537,0.329,0.786,122.070,18.127,138.489
2.578,0.680,0.791,114.502,35.583,146.973
2.537,0.981,0.852,106.140,40.894,141.663
2.422,1.160,0.886,101.074,37.170,127.136
2.250,1.305,0.788,94.543,29.053,108.215
2.046,1.351,0.585,81.299,22.156,93.872
1.830,1.292,0.422,69.641,24.841,82.214
1.648,1.180,0.295,67.017,35.645,69.214
1.485,1.101,0.204,68.359,43.579,57.922
1.367,1.006,0.170,71.289,42.908,47.607
1.230,0.911,0.166,75.500,36.499,35.339
1.121,0.832,0.174,82.581,32.349,22.583
1.094,0.756,0.229,89.905,32.715,11.902
1.046,0.720,0.283,96.497,32.043,3.235
1.006,0.752,0.292,98.206,28.320,-0.916
1.028,0.737,0.228,91.553,20.386,2.502
0.954,0.776,0.178,81.238,15.320,-0.244
0.901,0.730,0.052,71.228,16.296,4.150
0.922,0.655,-0.011,57.617,18.921,10.315
0.896,0.549,-0.017,44.983,17.395,7.935
0.846,0.456,-0.037,42.297,12.695,2.869
0.823,0.386,-0.026,46.814,7.507,0.183
0.818,0.377,0.033,50.781,-0.366,0.977
0.826,0.438,0.080,51.208,-8.484,6.775
0.931,0.506,0.118,44.128,-6.531,16.846
0.879,0.637,0.190,25.574,-6.226,26.733
0.897,0.682,0.152,3.235,-9.705,33.142
0.934,0.683,0.105,-13.184,6.653,30.273
0.867,0.620,0.039,-19.470,23.499,18.494
0.804,0.513,-0.062,-20.081,21.240,3.845
0.779,0.417,-0.113,-15.991,9.888,-8.240
0.777,0.340,-0.099,-6.653,0.366,-17.944
0.796,0.272,-0.039,2.136,-9.644,-23.987
0.820,0.241,0.013,6.226,-22.888,-22.583
0.854,0.214,0.044,4.883,-31.372,-15.991
0.883,0.203,0.117,-2.625,-31.189,-8.362
0.931,0.217,0.204,-10.559,-24.292,-3.235
0.941,0.199,0.210,-13.428,-14.832,-2.075
1.465,-1.194,0.266,75.439,-103.516,26.611
1.750,-0.967,0.336,81.665,-91.736,57.617
2.065,-0.625,0.401,81.482,-70.068,86.304
2.359,-0.246,0.472,77.576,-42.969,106.140
2.666,0.155,0.488,74.463,-17.090,115.051
2.941,0.492,0.497,71.289,0.000,110.901
3.093,0.744,0.538,69.031,9.521,96.558
3.127,0.910,0.579,70.923,22.522,77.759
3.081,1.023,0.615,75.439,41.443,60.608
2.994,1.095,0.610,79.163,60.791,48.950
2.855,1.151,0.550,79.956,74.951,45.044
2.682,1.188,0.504,76.599,85.938,46.692
2.494,1.195,0.516,67.322,95.215,50.964
2.309,1.213,0.654,52.368,102.539,57.007
2.128,1.246,0.764,35.034,111.633,63.477
1.932,1.268,0.862,21.362,121.765,66.223
1.722,1.278,0.908,12.512,129.089,65.247
1.504,1.285,0.918,10.254,132.751,59.570
1.269,1.275,0.885,11.780,134.583,49.805
1.044,1.227,0.810,11.292,133.301,40.100
0.849,1.127,0.721,5.798,128.174,32.715
0.655,1.003,0.672,-3.784,120.605,29.236
0.479,0.899,0.720,-13.672,110.657,29.236
0.360,0.841,0.847,-23.743,100.647,33.203
0.283,0.822,1.001,-34.363,96.436,39.307
0.253,0.823,1.090,-44.373,102.173,46.265
0.168,0.820,1.131,-50.903,116.821,53.955
0.073,0.779,1.059,-50.232,134.216,59.631
-0.026,0.711,0.909,-44.617,146.118,65.430
-0.151,0.673,0.709,-43.457,152.039,79.529
-0.238,0.652,0.524,-51.636,149.170,99.243
-0.295,0.635,0.387,-68.787,134.277,116.455
-0.324,0.640,0.295,-90.698,114.075,126.221
-0.327,0.644,0.214,-112.610,92.407,130.188
-0.321,0.626,0.128,-130.554,70.251,127.747
-0.332,0.599,0.092,-146.912,48.462,117.188
-0.350,0.540,0.107,-164.307,27.771,101.563
-0.365,0.473,0.221,-181.946,6.958,87.402
-0.312,0.386,0.426,-192.993,-7.629,73.425
-0.226,0.330,0.581,-194.275,-11.475,59.021
-0.162,0.270,0.617,-185.852,-8.057,45.593
-0.105,0.205,0.580,-172.119,-1.526,32.532
-0.054,0.166,0.489,-157.837,5.554,19.531
-0.017,0.132,0.389,-143.616,7.507,5.249
-0.016,0.090,0.307,-129.944,5.310,-11.169
-0.026,0.043,0.259,-119.568,0.671,-27.588
-0.039,-0.021,0.227,-113.831,-6.287,-41.382
-0.084,-0.104,0.200,-112.854,-15.015,-50.110
-0.118,-0.187,0.165,-118.164,-22.827,-52.063
-0.123,-0.265,0.118,-127.869,-30.396,-47.241
-0.121,-0.312,0.109,-137.512,-36.743,-38.086
-0.096,-0.327,0.140,-141.602,-41.382,-30.457
