aX,aY,aZ,gX,gY,gZ
1.742,-0.839,0.526,81.665,-67.200,71.106
2.021,-0.433,0.725,76.965,-52.856,89.722
2.316,0.070,1.008,64.697,-29.663,117.920
2.602,0.665,1.265,51.575,3.052,144.592
2.844,1.141,1.346,44.861,37.598,154.419
3.006,1.386,1.313,46.631,64.819,142.029
3.107,1.453,1.229,52.429,84.290,114.563
3.116,1.439,1.210,62.012,101.868,86.304
3.077,1.423,1.259,69.763,117.432,71.655
3.008,1.431,1.381,68.970,130.493,73.853
2.855,1.524,1.500,57.129,145.447,89.722
2.652,1.665,1.617,32.166,165.771,112.305
2.452,1.740,1.704,0.916,190.979,130.554
2.189,1.760,1.804,-27.100,216.248,136.902
1.830,1.775,1.839,-45.349,240.540,129.639
1.471,1.777,1.775,-53.345,261.108,115.173
1.095,1.771,1.655,-53.894,273.193,100.891
0.849,1.702,1.414,-45.837,273.010,92.407
0.665,1.632,1.170,-37.903,264.587,83.557
0.499,1.543,0.961,-32.471,251.282,69.946
0.304,1.412,0.816,-28.381,230.408,55.481
0.147,1.253,0.744,-24.048,204.712,44.434
0.032,1.038,0.685,-19.226,173.462,37.659
-0.115,0.838,0.700,-16.541,138.977,36.621
-0.257,0.666,0.712,-11.719,107.422,40.222
-0.349,0.577,0.731,-4.211,76.477,47.058
-0.414,0.566,0.805,-2.563,49.622,52.368
-0.516,0.557,0.879,-11.658,33.569,56.030
-0.624,0.525,0.904,-28.015,22.156,59.875
-0.679,0.474,0.827,-44.250,8.911,65.002
-0.736,0.432,0.728,-60.242,-3.479,69.153
-0.742,0.409,0.580,-73.547,-15.442,68.909
-0.794,0.404,0.436,-86.365,-28.259,63.538
-0.785,0.356,0.304,-107.056,-39.795,55.542
-0.757,0.299,0.214,-133.850,-54.565,47.180
-0.731,0.204,0.166,-154.907,-66.895,37.292
-0.702,0.102,0.149,-166.687,-68.420,25.818
-0.667,0.020,0.127,-169.373,-65.186,14.587
-0.616,-0.025,0.091,-165.527,-62.012,4.150
-0.571,-0.049,0.022,-160.034,-56.213,-4.578
-0.539,-0.064,-0.049,-159.912,-47.058,-10.864
-0.518,-0.077,-0.098,-168.091,-36.255,-13.306
-0.478,-0.087,-0.116,-182.007,-26.917,-10.986
-0.426,-0.087,-0.117,-194.275,-21.423,-7.568
-0.360,-0.087,-0.134,-201.965,-19.897,-5.798
-0.279,-0.082,-0.161,-206.726,-22.034,-4.700
-0.218,-0.080,-0.203,-205.688,-26.550,-5.554
-0.163,-0.082,-0.266,-198.730,-32.104,-10.498
-0.097,-0.081,-0.294,-190.918,-38.208,-18.311
-0.057,-0.089,-0.294,-183.350,-43.152,-27.527
-0.042,-0.106,-0.291,-176.514,-46.509,-36.072
-0.037,-0.145,-0.273,-172.302,-49.561,-42.908
-0.003,-0.205,-0.236,-170.959,-53.833,-47.546
0.033,-0.294,-0.168,-170.166,-59.753,-50.659
0.084,-0.400,-0.113,-166.626,-64.636,-52.124
0.167,-0.490,-0.109,-159.485,-67.200,-51.819
0.210,-0.563,-0.130,-148.376,-68.726,-53.223
0.197,-0.628,-0.136,-132.629,-68.909,-59.082
0.183,-0.690,-0.162,-110.962,-67.322,-68.237
0.182,-0.739,-0.212,-86.121,-64.880,-79.285
0.158,-0.818,-0.281,-61.218,-67.383,-89.661
0.137,-0.920,-0.305,-42.908,-73.242,-95.886
0.145,-1.055,-0.285,-34.363,-78.674,-92.590
0.151,-1.169,-0.221,-31.677,-85.388,-78.186
0.173,-1.209,-0.153,-29.358,-93.628,-57.800
0.208,-1.183,-0.111,-23.010,-102.905,-40.100
0.200,-1.090,-0.075,-11.841,-112.915,-30.396
0.192,-1.032,-0.106,3.662,-123.230,-27.893
0.215,-0.965,-0.065,20.447,-134.033,-32.471
0.281,-1.005,-0.096,35.522,-142.334,-34.790
0.440,-1.064,-0.109,50.659,-144.165,-44.006
0.531,-1.159,-0.083,61.157,-152.100,-63.904
0.600,-1.390,0.054,68.726,-166.016,-76.599
0.752,-1.597,0.177,77.820,-169.495,-73.120
0.896,-1.779,0.206,96.313,-161.194,-56.885
0.962,-1.868,0.169,116.516,-148.010,-41.992
0.992,-1.899,0.146,126.831,-133.850,-34.607
0.996,-1.970,0.213,125.793,-122.009,-33.569
1.183,-2.074,0.386,123.779,-124.329,-34.668
1.467,-2.260,0.676,132.935,-145.447,-35.645
1.778,-2.329,1.096,154.541,-172.974,-33.569
2.098,-2.252,1.547,180.237,-185.242,-23.865
2.310,-2.025,1.986,200.623,-173.401,-3.601
2.391,-1.576,2.241,210.388,-141.296,24.231
2.385,-0.995,2.188,213.257,-101.868,55.969
2.279,-0.314,1.995,211.243,-65.857,87.463
2.196,0.441,1.823,198.608,-36.499,114.502
2.227,1.068,1.689,180.908,-19.043,131.653
2.269,1.470,1.633,161.011,-12.634,138.794
2.215,1.726,1.512,141.907,-7.996,131.592
2.148,1.791,1.354,130.737,0.061,112.427
2.035,1.736,1.203,127.869,8.728,83.069
1.905,1.625,1.074,131.287,15.503,48.767
1.758,1.487,0.952,135.132,17.395,19.104
1.668,1.370,0.907,131.470,14.404,2.625
1.547,1.303,0.909,120.667,12.146,1.831
1.444,1.348,0.902,100.830,14.832,18.494
1.422,1.413,0.921,70.862,18.555,43.701
1.408,1.470,0.962,43.457,22.034,62.561
1.370,1.464,0.964,30.884,28.564,64.209
1.266,1.376,0.901,32.593,37.415,47.729
1.153,1.219,0.806,39.917,42.480,21.484
1.041,1.004,0.721,47.607,38.635,-5.310
0.887,0.764,0.580,55.420,29.846,-25.757
0.830,0.547,0.543,59.875,26.245,-35.278
0.763,0.371,0.513,57.983,14.038,-29.785
0.644,0.276,0.386,49.561,-3.601,-8.179
0.697,0.251,0.319,34.729,-6.165,25.330
0.675,0.310,0.298,21.301,-7.324,53.589
0.684,0.411,0.252,14.587,-7.202,71.289
0.745,0.521,0.243,12.146,-2.930,78.247
0.769,0.583,0.269,10.803,-0.732,69.824
0.771,0.598,0.296,8.850,-0.183,49.255
0.797,0.551,0.306,8.484,-3.601,24.109
0.780,0.452,0.286,10.254,-8.545,-1.343
1.312,-1.065,0.582,70.496,-90.393,-42.725
1.538,-1.157,0.764,69.641,-90.881,-22.156
1.859,-1.119,1.037,60.486,-84.229,15.625
2.187,-0.876,1.254,53.345,-64.636,59.875
2.495,-0.460,1.371,51.208,-35.889,97.107
2.819,-0.047,1.429,51.147,-8.972,118.713
3.062,0.308,1.468,53.162,12.817,123.901
3.183,0.596,1.507,58.594,33.752,117.676
3.213,0.831,1.535,64.941,58.472,106.262
3.150,1.024,1.523,66.467,86.853,96.741
3.089,1.140,1.581,60.486,118.225,94.727
2.906,1.272,1.609,49.316,140.564,93.506
2.698,1.365,1.580,39.246,164.856,94.666
2.490,1.442,1.547,24.536,193.237,98.511
2.246,1.435,1.548,3.113,212.769,99.915
1.967,1.399,1.568,-16.479,227.356,99.915
1.668,1.400,1.585,-29.663,241.028,101.074
1.376,1.447,1.575,-39.246,248.779,104.065
1.084,1.509,1.511,-48.950,250.977,104.980
0.830,1.544,1.402,-59.570,248.718,101.929
0.604,1.521,1.240,-69.031,245.239,91.370
0.373,1.481,1.061,-76.660,238.220,70.984
0.179,1.365,0.905,-80.322,220.276,40.955
0.023,1.131,0.752,-77.881,191.223,4.883
-0.201,0.891,0.594,-69.519,163.879,-26.672
-0.326,0.608,0.567,-65.308,149.536,-40.588
-0.522,0.510,0.446,-60.059,131.836,-39.185
-0.767,0.540,0.326,-58.350,121.948,-10.071
-0.954,0.732,0.120,-75.439,118.958,34.729
-0.991,0.925,-0.080,-103.027,120.789,82.520
-1.031,1.133,-0.305,-126.221,124.390,119.385
-1.073,1.359,-0.527,-146.790,124.207,138.184
-1.116,1.460,-0.602,-170.898,114.624,135.803
-1.086,1.398,-0.490,-195.984,88.867,111.450
-0.985,1.204,-0.171,-207.642,46.692,68.420
-0.848,0.979,0.200,-197.937,1.709,18.372
-0.711,0.759,0.593,-170.227,-30.273,-26.062
-0.511,0.575,0.935,-137.451,-45.166,-59.753
-0.302,0.398,1.134,-113.464,-45.715,-78.491
-0.193,0.272,1.190,-108.215,-37.415,-77.209
-0.161,0.177,1.100,-121.277,-20.813,-55.420
-0.146,0.151,0.953,-142.151,1.099,-23.987
-0.123,0.145,0.764,-160.156,17.700,5.554
-0.107,0.139,0.578,-168.640,24.414,24.902
-0.088,0.128,0.433,-165.955,22.217,26.611
-0.091,0.105,0.338,-153.198,8.667,11.597
-0.101,0.056,0.311,-135.254,-9.705,-7.629
-0.101,-0.023,0.276,-116.638,-24.475,-25.024
-0.131,-0.132,0.274,-99.243,-33.936,-38.513
-0.175,-0.256,0.279,-90.149,-38.879,-43.701
-0.206,-0.399,0.239,-93.811,-40.771,-38.757
-0.230,-0.505,0.134,-107.117,-42.114,-28.809
-0.245,-0.585,-0.022,-122.314,-45.532,-20.569
-0.277,-0.698,-0.140,-135.986,-54.321,-11.902
-0.273,-0.799,-0.206,-144.470,-65.369,0.000
-0.244,-0.854,-0.240,-147.217,-75.928,7.019
-0.201,-0.915,-0.257,-143.738,-90.454,4.944
-0.142,-1.030,-0.240,-130.432,-106.506,-3.723
-0.109,-1.174,-0.206,-106.689,-118.042,-16.479
-0.101,-1.353,-0.180,-77.576,-126.160,-29.846
-0.099,-1.507,-0.221,-51.880,-129.333,-37.048
-0.103,-1.586,-0.315,-34.851,-127.808,-37.537
-0.105,-1.618,-0.437,-24.963,-126.587,-32.898
-0.131,-1.624,-0.532,-22.156,-131.104,-22.888
-0.136,-1.639,-0.549,-22.644,-140.503,-10.315
-0.102,-1.645,-0.441,-19.470,-150.452,0.671
0.000,-1.644,-0.248,-8.728,-159.302,4.517
0.081,-1.558,-0.051,9.949,-175.232,0.549
0.282,-1.505,0.044,36.865,-193.481,2.441
0.595,-1.390,0.065,63.843,-200.867,3.967
0.821,-1.236,0.066,79.834,-200.806,-1.953
0.978,-1.165,0.081,82.703,-196.533,-9.155
1.125,-1.164,0.088,78.369,-189.819,-12.329
1.237,-1.186,0.146,74.463,-183.105,-14.099
1.285,-1.254,0.268,75.989,-174.866,-20.752
1.324,-1.354,0.374,82.947,-161.560,-33.386
1.294,-1.445,0.481,92.041,-153.198,-43.030
1.364,-1.502,0.706,99.304,-157.776,-41.443
1.663,-1.513,0.958,104.614,-168.518,-22.522
2.000,-1.384,1.213,105.164,-170.105,6.897
2.296,-1.202,1.484,97.412,-152.649,36.194
2.515,-1.001,1.739,92.163,-118.408,56.885
2.610,-0.796,1.855,100.037,-78.735,60.059
2.521,-0.550,1.825,121.704,-49.194,46.631
2.295,-0.259,1.670,147.888,-33.997,36.621
2.190,0.038,1.584,160.706,-30.090,46.265
2.198,0.328,1.581,150.818,-32.776,74.524
2.199,0.668,1.609,127.441,-34.241,108.032
2.234,1.013,1.621,105.042,-27.771,130.371
2.243,1.270,1.570,92.896,-15.564,130.554
2.144,1.466,1.450,93.262,0.427,107.849
2.006,1.565,1.264,100.159,15.015,74.158
1.831,1.474,1.112,106.140,22.766,38.208
1.592,1.334,0.986,113.647,26.978,5.371
1.355,1.238,0.815,126.343,28.687,-17.212
1.191,1.148,0.640,137.756,23.865,-26.794
1.049,1.083,0.548,138.245,13.184,-26.123
0.949,1.084,0.499,126.831,4.395,-15.808
0.940,1.072,0.521,105.591,-1.160,1.343
0.949,1.014,0.613,79.651,-7.019,17.761
0.964,0.937,0.699,59.875,-10.071,25.574
0.966,0.861,0.739,51.025,-8.057,22.400
0.851,0.778,0.683,48.828,-4.456,10.803
0.869,0.665,0.641,46.997,8.301,-2.197
0.791,0.533,0.612,41.199,13.062,-9.155
0.661,0.429,0.516,38.391,4.456,-9.216
0.582,0.436,0.388,36.804,-1.709,6.348
0.594,0.487,0.346,29.968,-0.671,35.095
0.627,0.580,0.350,20.630,1.160,65.186
0.661,0.667,0.339,14.404,-0.549,83.496
0.685,0.743,0.307,10.559,-4.089,85.449
0.732,0.799,0.336,6.287,-7.690,72.754
0.760,0.761,0.393,2.625,-15.747,48.279
0.810,0.634,0.451,2.686,-18.433,15.808
0.834,0.482,0.496,8.423,-11.902,-18.188
0.821,0.328,0.515,17.700,-4.700,-47.974
0.798,0.182,0.493,25.757,-2.197,-66.589
0.794,0.073,0.437,26.733,-1.770,-65.979
0.796,0.001,0.435,17.883,-2.625,-47.485
1.402,-1.099,0.330,29.236,-44.983,-33.813
1.560,-1.203,0.419,39.490,-47.791,-17.456
1.742,-1.227,0.468,53.955,-46.326,13.611
1.910,-1.094,0.568,66.101,-42.969,54.871
2.151,-0.758,0.728,71.411,-36.804,98.206
2.430,-0.317,0.888,65.002,-27.283,137.207
2.728,0.176,1.020,46.387,-13.184,168.823
3.104,0.620,1.110,18.677,12.085,185.608
3.380,0.966,1.266,-5.798,45.166,177.917
3.397,1.191,1.495,-17.761,85.083,149.170
3.333,1.334,1.601,-10.925,124.207,113.342
3.158,1.396,1.638,5.859,149.658,79.102
2.854,1.406,1.643,20.691,163.757,50.476
2.521,1.406,1.618,30.762,175.293,32.104
2.136,1.375,1.596,35.583,182.861,23.621
1.783,1.312,1.552,34.729,186.035,23.437
1.431,1.267,1.478,27.161,189.453,31.311
1.091,1.296,1.354,11.414,192.322,48.462
0.844,1.393,1.247,-14.832,194.946,72.388
0.692,1.520,1.205,-50.537,197.510,93.933
0.522,1.678,1.246,-89.294,201.233,108.154
0.406,1.819,1.260,-122.131,204.163,113.281
0.238,1.901,1.235,-142.090,200.012,106.750
0.085,1.944,1.186,-150.146,187.927,87.036
-0.042,1.849,1.086,-148.926,164.490,54.382
-0.186,1.658,0.990,-138.977,135.620,15.076
-0.311,1.438,0.914,-123.962,115.295,-22.644
-0.447,1.201,0.823,-107.605,99.060,-52.551
-0.553,0.972,0.678,-96.558,84.961,-65.979
-0.657,0.763,0.585,-102.966,72.449,-58.350
-0.722,0.594,0.539,-127.441,63.660,-32.715
-0.759,0.536,0.533,-159.546,59.753,1.831
-0.745,0.521,0.544,-189.636,57.495,31.738
-0.738,0.489,0.536,-210.693,52.246,47.302
-0.751,0.421,0.499,-218.872,42.603,46.753
-0.759,0.298,0.432,-214.478,30.396,33.875
-0.774,0.162,0.376,-197.632,16.357,14.099
-0.820,0.015,0.315,-170.288,1.526,-9.033
-0.874,-0.197,0.227,-138.245,-15.198,-29.907
-0.909,-0.366,0.167,-107.544,-32.227,-43.884
-0.908,-0.504,0.125,-87.646,-43.701,-48.401
-0.895,-0.686,0.059,-91.064,-49.561,-38.147
-0.871,-0.816,0.049,-123.718,-52.063,-8.972
-0.785,-0.882,0.120,-173.279,-48.340,31.677
-0.636,-0.939,0.234,-216.797,-41.260,69.519
-0.498,-0.978,0.310,-235.901,-38.208,92.651
-0.365,-0.967,0.306,-230.225,-41.504,94.727
-0.266,-1.002,0.198,-202.576,-50.110,75.684
-0.252,-1.083,0.062,-159.729,-60.791,43.701
-0.297,-1.161,-0.019,-112.732,-68.298,13.855
-0.330,-1.232,-0.095,-70.251,-71.472,-5.920
-0.325,-1.343,-0.198,-39.734,-76.416,-13.184
-0.283,-1.408,-0.286,-30.273,-83.008,-4.944
-0.169,-1.422,-0.403,-40.833,-86.792,15.686
0.016,-1.437,-0.485,-62.683,-89.966,39.673
0.180,-1.424,-0.496,-83.374,-93.079,58.411
0.291,-1.376,-0.456,-87.524,-93.323,65.796
0.374,-1.346,-0.429,-71.045,-92.590,57.617
0.401,-1.339,-0.415,-39.490,-97.412,34.058
0.396,-1.377,-0.345,-2.991,-106.628,4.456
0.411,-1.457,-0.289,33.569,-112.732,-17.456
0.453,-1.465,-0.303,63.843,-114.441,-26.245
0.487,-1.407,-0.289,83.008,-117.249,-24.719
0.592,-1.295,-0.286,93.689,-124.023,-15.259
0.691,-1.071,-0.253,100.830,-135.254,-3.418
0.892,-0.845,-0.193,105.225,-148.804,3.296
1.075,-0.652,-0.128,109.619,-165.771,3.418
1.385,-0.536,0.088,113.098,-179.504,-5.798
1.577,-0.531,0.262,113.464,-189.758,-22.095
1.729,-0.635,0.421,111.389,-177.368,-41.626
1.771,-0.800,0.571,106.750,-152.954,-59.875
1.688,-0.865,0.663,104.248,-128.967,-69.763
1.626,-0.930,0.640,110.046,-104.431,-64.453
1.726,-0.939,0.695,120.361,-77.759,-53.040
1.954,-0.882,0.820,131.470,-65.552,-42.542
2.100,-0.723,0.994,144.775,-75.195,-30.457
2.221,-0.493,1.153,155.762,-93.018,-15.869
2.327,-0.218,1.350,155.579,-106.689,1.282
2.423,-0.009,1.542,142.944,-103.210,17.456
2.422,0.140,1.672,128.235,-77.087,24.963
2.268,0.250,1.603,122.986,-39.185,21.545
2.045,0.346,1.412,128.662,-8.423,11.780
1.807,0.481,1.186,137.878,1.526,7.568
1.671,0.646,1.017,140.320,0.549,19.409
1.675,0.774,1.014,131.836,-3.235,44.983
1.722,0.917,1.146,115.784,-10.620,71.533
1.729,1.047,1.262,101.074,-14.893,85.449
1.678,1.104,1.270,93.445,-4.822,83.618
1.545,1.095,1.189,91.614,16.174,67.566
1.418,1.081,1.069,90.820,35.156,47.852
1.233,1.047,0.965,87.769,40.222,32.104
1.067,1.009,0.847,85.083,42.419,23.071
0.931,1.032,0.696,81.482,38.757,27.100
0.846,1.090,0.554,71.289,33.081,36.194
0.783,1.146,0.464,59.265,28.564,44.800
0.769,1.135,0.404,49.927,26.306,46.326
0.783,1.082,0.396,43.518,20.569,35.156
0.777,0.959,0.375,44.922,6.409,11.292
0.768,0.789,0.334,51.880,-6.104,-16.724
0.776,0.567,0.359,57.922,-11.719,-41.931
0.786,0.332,0.481,59.448,-15.320,-54.016
0.865,0.109,0.595,58.472,-14.404,-47.241
0.815,0.119,0.728,54.626,-18.188,-30.823
0.833,0.068,0.656,46.570,-27.832,-3.418
0.852,0.165,0.640,31.616,-18.066,25.574
0.859,0.222,0.612,15.320,-8.850,49.622
0.890,0.294,0.584,1.160,-4.578,59.143
0.907,0.316,0.525,-0.977,-6.104,55.359
0.924,0.323,0.470,4.456,-7.141,39.551
0.895,0.314,0.411,14.099,-8.240,18.066
0.860,0.281,0.348,25.269,-10.986,-1.648
0.831,0.251,0.308,33.203,-15.808,-14.587
0.813,0.220,0.290,35.828,-19.409,-20.386
0.801,0.190,0.321,31.677,-20.447,-18.799
0.808,0.173,0.374,20.752,-20.691,-8.240
0.834,0.174,0.435,7.141,-20.203,7.751
0.877,0.202,0.480,-4.517,-17.456,22.644
0.914,0.255,0.483,-11.658,-12.146,31.128
0.936,0.300,0.461,-16.113,-7.996,31.860
0.964,-1.795,-0.293,-25.574,-76.904,3.601
1.341,-1.954,-0.294,4.089,-91.675,19.470
1.751,-1.916,-0.193,37.231,-90.698,51.941
2.319,-1.452,0.065,62.195,-80.261,94.116
2.933,-0.789,0.268,75.073,-61.218,136.475
3.545,-0.012,0.594,67.871,-29.297,171.204
3.997,0.744,1.124,40.405,18.616,186.401
4.000,1.238,1.546,16.663,75.012,176.636
4.000,1.453,1.747,16.785,122.070,148.315
4.000,1.555,1.903,34.180,153.564,111.816
4.000,1.596,2.020,51.514,176.331,81.238
3.974,1.648,2.099,53.955,199.463,71.777
3.544,1.680,2.112,36.316,229.919,85.876
3.039,1.794,2.133,4.395,259.827,111.694
2.515,1.940,2.060,-29.663,284.363,137.939
1.954,2.089,1.885,-59.204,300.415,156.128
1.421,2.230,1.634,-84.167,307.922,160.522
0.985,2.328,1.388,-105.225,306.152,149.902
0.609,2.353,1.208,-124.451,293.030,124.878
0.395,2.259,1.092,-137.451,268.616,87.036
0.217,2.062,1.080,-139.771,235.779,38.147
0.018,1.819,1.089,-127.380,196.045,-14.221
-0.204,1.553,1.098,-101.990,153.320,-62.134
-0.343,1.281,1.094,-71.838,114.258,-98.816
-0.490,1.023,1.069,-44.739,85.876,-119.995
-0.652,0.780,1.026,-26.917,70.496,-127.747
-0.759,0.582,0.910,-20.813,60.242,-119.568
-0.836,0.418,0.780,-33.203,54.077,-92.529
-0.884,0.323,0.694,-65.552,54.321,-49.500
-0.915,0.333,0.630,-107.971,59.021,0.671
-0.888,0.375,0.593,-149.353,65.247,47.302
-0.862,0.399,0.562,-182.861,68.604,79.773
-0.865,0.421,0.521,-205.139,68.359,95.642
-0.849,0.430,0.487,-214.783,65.063,97.168
-0.871,0.395,0.461,-212.830,58.105,85.632
-0.881,0.305,0.443,-202.148,49.377,64.514
-0.882,0.180,0.408,-185.547,38.391,40.588
-0.851,0.057,0.391,-163.757,26.672,18.921
-0.886,-0.023,0.350,-139.709,14.954,1.282
-0.820,-0.170,0.288,-115.479,5.066,-6.958
-0.833,-0.295,0.222,-101.990,-3.967,-7.812
-0.812,-0.370,0.149,-111.938,-8.606,12.024
-0.713,-0.412,0.116,-134.155,-7.446,49.194
-0.659,-0.392,0.120,-152.344,-3.235,81.421
-0.627,-0.349,0.114,-162.659,0.244,102.661
-0.587,-0.312,0.117,-162.964,1.831,111.572
-0.534,-0.279,0.090,-152.832,-0.854,105.896
-0.493,-0.285,0.047,-135.620,-9.766,88.257
-0.464,-0.319,0.017,-116.272,-25.452,62.805
-0.422,-0.396,-0.020,-97.717,-42.358,37.231
-0.374,-0.507,-0.063,-85.999,-57.617,16.724
-0.326,-0.626,-0.102,-83.557,-70.801,5.920
-0.264,-0.803,-0.120,-89.050,-79.163,3.235
-0.196,-0.952,-0.067,-97.046,-83.374,6.592
-0.135,-1.058,-0.014,-98.755,-86.243,11.292
-0.092,-1.115,-0.030,-90.271,-91.187,13.000
-0.041,-1.153,-0.045,-73.486,-101.440,9.949
0.031,-1.168,-0.040,-52.246,-115.051,2.502
0.124,-1.170,-0.075,-30.396,-128.601,-8.545
0.243,-1.190,-0.086,-11.719,-143.188,-24.536
0.326,-1.263,-0.099,2.197,-158.081,-44.373
0.412,-1.331,-0.121,13.611,-171.387,-65.918
0.511,-1.421,-0.172,24.597,-184.448,-86.731
0.624,-1.541,-0.196,34.729,-199.829,-107.056
0.764,-1.742,-0.212,44.678,-214.905,-126.343
1.038,-2.070,-0.079,56.274,-222.717,-141.479
1.229,-2.388,0.070,67.383,-228.394,-148.254
1.380,-2.657,0.144,86.243,-227.905,-137.878
1.493,-2.733,0.208,108.215,-210.327,-124.023
1.613,-2.585,0.246,128.662,-189.331,-112.122
1.723,-2.259,0.252,147.644,-183.350,-93.140
1.928,-1.895,0.271,163.818,-180.054,-62.378
2.394,-1.518,0.497,169.373,-166.565,-32.959
2.748,-1.121,0.915,166.992,-157.593,-15.381
2.924,-0.672,1.199,168.274,-145.691,-5.981
2.951,-0.275,1.249,176.575,-117.004,0.427
2.822,0.024,1.060,182.434,-77.393,8.667
2.644,0.251,0.857,173.645,-41.809,21.606
2.514,0.458,0.755,153.381,-21.851,38.452
2.411,0.654,0.729,134.033,-17.883,55.359
2.285,0.851,0.763,121.826,-20.691,66.711
2.130,1.037,0.779,114.868,-25.879,73.547
2.075,1.166,0.799,106.384,-19.836,78.491
2.094,1.202,0.906,98.328,-7.507,75.134
1.986,1.162,0.969,98.633,-9.460,59.509
1.799,1.103,0.911,107.178,-16.663,35.339
1.642,1.002,0.833,117.371,-17.517,10.071
1.475,0.859,0.774,122.620,-13.977,-11.902
1.279,0.718,0.721,123.474,-11.047,-27.466
1.131,0.556,0.637,120.605,-12.695,-31.616
0.998,0.509,0.589,113.342,-12.817,-27.893
0.924,0.440,0.518,103.760,-18.250,-10.742
0.885,0.446,0.470,90.698,-26.855,10.742
0.855,0.517,0.429,75.317,-23.560,33.020
0.888,0.579,0.434,58.105,-12.146,55.664
0.891,0.621,0.473,40.100,-6.958,70.984
1.007,0.647,0.515,24.170,0.244,79.590
0.977,0.678,0.552,14.099,-3.418,75.745
0.921,0.606,0.424,11.475,-17.090,60.913
0.974,0.593,0.379,13.794,-5.188,40.344
0.975,0.495,0.354,18.738,9.033,21.606
0.963,0.410,0.334,21.545,5.005,5.615
0.976,0.327,0.290,23.071,-5.005,-3.906
1.011,0.271,0.292,23.499,-6.836,-5.981
1.046,0.238,0.335,21.606,-3.479,-4.639
1.043,0.213,0.344,19.226,-5.005,-2.808
1.037,0.192,0.301,16.846,-7.446,-0.244
1.030,0.164,0.263,13.916,-5.432,1.648
1.031,0.143,0.236,10.376,-1.953,0.488
0.998,0.109,0.186,8.179,-1.587,-3.235
1.022,0.068,0.196,7.690,-1.587,-8.057
0.999,0.012,0.178,7.019,-4.822,-12.207
1.010,-0.009,0.180,7.812,-3.296,-15.259
1.015,-0.026,0.217,9.216,-1.038,-14.221
1.005,-0.028,0.227,9.888,-4.150,-9.705
1.001,-0.019,0.236,7.446,-5.615,-2.319
0.993,0.000,0.247,3.357,-2.502,7.202
0.982,0.030,0.246,-0.854,1.648,15.930
0.964,0.061,0.229,-3.662,3.540,21.484
1.943,-1.232,0.038,29.053,-87.280,8.057
2.284,-1.258,0.126,45.715,-88.257,17.517
2.616,-1.172,0.317,58.044,-82.764,32.043
2.986,-0.963,0.575,68.542,-71.106,49.927
3.468,-0.634,0.819,75.439,-50.415,70.862
3.893,-0.238,1.028,72.205,-18.982,87.524
4.000,0.096,1.307,62.622,25.269,91.003
4.000,0.385,1.591,57.556,77.942,83.313
4.000,0.576,1.794,62.500,130.066,69.763
4.000,0.677,1.857,71.411,171.143,61.218
3.860,0.772,1.813,72.266,207.275,72.327
3.402,0.935,1.833,55.054,245.361,104.248
2.926,1.170,1.872,24.963,281.494,145.752
2.412,1.445,1.838,-5.920,312.744,183.167
1.908,1.749,1.709,-33.203,334.717,207.703
1.443,1.987,1.496,-55.969,341.492,216.736
1.062,2.192,1.243,-76.782,334.656,211.609
0.755,2.325,0.998,-98.022,317.871,192.993
0.499,2.287,0.823,-114.075,290.649,158.386
0.239,2.161,0.712,-116.760,256.104,112.671
-0.036,1.996,0.687,-106.384,216.797,64.697
-0.261,1.799,0.710,-90.881,176.147,24.109
-0.443,1.551,0.781,-81.665,139.343,-0.244
-0.617,1.294,0.918,-87.646,109.741,-5.920
-0.771,1.067,1.078,-107.788,90.515,9.521
-0.918,0.911,1.263,-138.977,79.285,45.349
-0.966,0.887,1.519,-173.950,76.172,90.271
-0.965,0.947,1.676,-201.599,82.275,126.282
-1.043,0.917,1.570,-214.417,90.332,141.724
-1.176,0.768,1.377,-216.492,93.567,140.747
-1.212,0.545,1.139,-208.130,86.426,132.080
-1.241,0.302,0.874,-181.519,64.331,119.202
-1.285,0.124,0.601,-148.315,37.842,99.915
-1.320,-0.050,0.384,-125.366,11.047,81.909
-1.339,-0.233,0.266,-115.906,-18.860,73.975
-1.315,-0.385,0.232,-115.295,-47.485,76.721
-1.284,-0.490,0.245,-120.544,-71.960,86.609
-1.213,-0.539,0.340,-131.165,-91.553,101.746
-1.106,-0.542,0.598,-146.179,-102.112,118.408
-0.942,-0.557,0.766,-157.166,-99.548,129.700
-0.806,-0.577,0.736,-154.053,-91.370,130.859
-0.671,-0.605,0.567,-139.282,-87.646,117.493
-0.589,-0.652,0.374,-119.080,-92.163,92.651
-0.521,-0.719,0.238,-97.168,-100.220,62.500
-0.496,-0.853,0.154,-79.590,-108.765,27.527
-0.499,-1.032,0.087,-69.458,-115.784,-7.751
-0.533,-1.274,0.029,-67.993,-119.629,-35.217
-0.565,-1.533,0.031,-71.777,-119.995,-51.514
-0.539,-1.693,0.082,-75.317,-118.713,-54.810
-0.419,-1.733,0.040,-73.425,-118.347,-48.889
-0.303,-1.704,-0.062,-65.308,-119.080,-42.053
-0.173,-1.622,-0.201,-56.213,-118.469,-39.978
-0.044,-1.572,-0.324,-48.828,-121.338,-45.105
0.039,-1.616,-0.360,-42.419,-132.080,-56.152
0.115,-1.696,-0.284,-36.133,-148.560,-73.303
0.296,-1.782,-0.173,-25.513,-167.419,-92.773
0.486,-1.876,0.028,-11.047,-182.495,-113.525
